target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006015,-0.012048,-0.003017,0.214202,-0.063314,2,-4
1.005,200.0,0.015060,-0.012030,0.001515,0.029077,-0.026629,4,0
1.005,300.0,0.009009,-0.011940,-0.001466,-0.010922,0.010057,-1,0
1.005,400.0,0.006299,-0.013841,-0.003771,0.032039,0.046742,0,0
1.005,500.0,0.009009,-0.008969,0.000020,0.039445,0.021298,1,1
1.005,600.0,0.012048,-0.006088,0.002980,-0.006479,-0.001187,1,0
1.005,700.0,-0.005917,-0.009050,-0.007483,0.003890,-0.023672,-1,0
1.005,800.0,0.006015,-0.009160,-0.001573,-0.012635,-0.046157,0,0
1.005,900.0,0.009132,-0.012085,-0.001476,-0.021060,-0.012430,-1,-1
1.005,1000.0,0.003030,-0.012365,-0.004667,0.042036,0.024255,-1,0
1.005,1100.0,0.003030,-0.006042,-0.001506,0.075205,-0.024916,1,2
1.005,1200.0,0.009077,-0.009160,-0.000042,0.063970,-0.106513,2,0
1.005,1300.0,0.009390,-0.009077,0.000156,-0.047964,-0.099413,1,0
1.005,1400.0,0.003053,-0.009050,-0.002998,-0.023624,-0.121898,-3,0
1.005,1500.0,-0.003135,-0.012085,-0.007610,0.015562,-0.079296,0,-1
1.005,1600.0,0.000000,-0.014992,-0.007496,0.084757,0.040232,0,-1
1.005,1700.0,0.009132,-0.009288,-0.000078,0.034997,0.002954,2,2
1.005,1800.0,0.006211,-0.009050,-0.001419,-0.008792,-0.019531,0,0
1.005,1900.0,0.012103,-0.012140,-0.000018,-0.133688,0.023071,-1,-1
1.005,2000.0,0.000000,-0.011958,-0.005979,-0.088442,0.059757,-1,0
1.005,2100.0,0.000000,-0.009360,-0.004680,-0.034445,0.037271,0,1
1.005,2200.0,-0.003165,-0.009375,-0.006270,0.028347,-0.002913,-1,0
1.005,2300.0,0.000000,-0.009132,-0.004566,0.070291,-0.102153,0,-1
1.005,2400.0,0.003077,-0.012539,-0.004731,0.106400,-0.011464,1,-2
1.005,2500.0,0.006231,-0.015106,-0.004438,0.010994,0.161256,1,1
1.005,2600.0,0.006135,-0.009479,-0.001672,-0.063132,0.142006,0,1
1.005,2700.0,0.003053,-0.006061,-0.001504,-0.017836,0.015972,-1,2
1.005,2800.0,-0.003289,-0.006493,-0.004891,0.078277,-0.033081,0,-1
1.005,2900.0,0.006070,-0.012085,-0.003007,0.079172,-0.055626,1,0
1.005,3000.0,0.009119,-0.012158,-0.001520,0.059015,-0.027816,0,-1
1.005,3100.0,0.009119,-0.012158,-0.001520,0.020700,0.002979,-1,0
1.005,3200.0,0.009050,-0.006107,0.001472,0.009190,-0.019401,1,1
1.005,3300.0,0.012480,-0.009105,0.001688,0.000850,-0.023891,1,-1
1.005,3400.0,0.009091,-0.012442,-0.001675,-0.022377,0.066196,0,0
1.005,3500.0,0.006042,-0.009105,-0.001531,-0.001068,-0.009253,0,0
1.005,3600.0,0.009077,-0.009119,-0.000021,-0.033532,-0.019911,0,1
1.005,3700.0,0.009119,-0.012195,-0.001538,-0.073560,0.008361,0,-1
1.005,3800.0,0.003026,-0.012251,-0.004613,0.036958,0.028038,0,0
1.005,3900.0,0.003120,-0.015314,-0.006097,0.117794,0.112545,0,0
1.005,4000.0,0.009346,-0.003044,0.003151,0.017016,0.025138,3,4
1.005,4100.0,0.006042,-0.006088,-0.000023,-0.044888,-0.068196,-1,-1
1.005,4200.0,0.006006,-0.009050,-0.001522,0.033089,-0.090384,-2,-1
1.005,4300.0,0.009009,-0.017937,-0.004464,0.033684,-0.026680,1,-3
1.005,4400.0,0.009050,-0.014881,-0.002916,0.055114,0.081684,0,0
1.005,4500.0,0.012012,-0.005997,0.003008,-0.033576,0.008963,2,4
1.005,4600.0,0.006006,-0.006270,-0.000132,-0.042027,-0.072634,-2,0
1.005,4700.0,0.003017,-0.009036,-0.003010,0.014804,-0.009291,-2,-2
1.005,4800.0,0.003026,-0.015038,-0.006006,0.063081,0.060067,2,-1
1.005,4900.0,0.003021,-0.009050,-0.003014,0.084510,0.040541,0,2
1.005,5000.0,0.006144,-0.006173,-0.000014,0.049392,-0.026323,1,1
1.005,5100.0,0.006678,-0.007339,-0.000331,0.005300,-0.107979,0,0
1.005,5200.0,0.006098,-0.009600,-0.001751,-0.077770,-0.142298,0,-1
1.005,5300.0,0.003185,-0.012924,-0.004870,-0.083376,-0.111530,-1,-1
1.005,5400.0,-0.006163,-0.015625,-0.010894,0.045087,-0.015218,-3,-2
1.005,5500.0,0.006473,-0.016474,-0.005001,0.122910,0.080816,3,1
1.005,5600.0,0.006107,-0.006163,-0.000028,0.063533,-0.009717,1,3
1.005,5700.0,0.006182,-0.009245,-0.001531,0.025081,-0.091373,0,0
1.005,5800.0,0.006182,-0.012678,-0.003248,-0.013371,-0.090190,0,-2
1.005,5900.0,0.006182,-0.015408,-0.004613,-0.051823,-0.018001,0,-1
1.005,6000.0,0.006182,-0.012461,-0.003139,-0.090275,0.021644,0,1
1.005,6100.0,0.006116,-0.012442,-0.003163,-0.063152,0.002117,-1,1
1.005,6200.0,0.000000,-0.012085,-0.006042,-0.009142,0.024027,-1,-1
1.005,6300.0,0.006144,-0.009554,-0.001705,0.113567,0.007695,2,0
1.005,6400.0,0.009174,-0.009600,-0.000213,0.087714,0.000292,2,0
1.005,6500.0,0.009132,-0.012066,-0.001467,-0.009461,0.028141,1,0
1.005,6600.0,0.009146,-0.012327,-0.001590,-0.106636,0.064826,0,0
1.005,6700.0,0.009132,-0.006309,0.001412,-0.129519,0.063162,-1,0
1.005,6800.0,0.006116,-0.003215,0.001450,-0.075136,-0.027202,-2,1
1.005,6900.0,0.000000,-0.006182,-0.003091,0.005993,-0.144178,0,0
1.005,7000.0,0.003058,-0.015432,-0.006187,0.107926,-0.086567,1,-2
1.005,7100.0,0.006098,-0.015408,-0.004655,0.028579,0.012778,2,-1
1.005,7200.0,0.003021,-0.006088,-0.001534,0.053523,0.008166,0,2
1.005,7300.0,0.012066,-0.011940,0.000063,0.025036,0.006822,2,-1
1.005,7400.0,0.009419,-0.011940,-0.001261,-0.044994,0.020843,-1,-1
1.005,7500.0,0.006240,-0.014881,-0.004320,-0.026003,0.161175,-1,0
1.005,7600.0,0.006033,-0.005944,0.000045,-0.004044,0.029152,0,4
1.005,7700.0,0.012066,-0.005970,0.003048,-0.014786,-0.023017,1,-1
1.005,7800.0,0.012066,-0.009077,0.001495,-0.052116,0.060516,0,0
1.005,7900.0,0.003160,-0.012121,-0.004481,-0.056804,0.017088,-1,1
1.005,8000.0,0.003284,-0.006359,-0.001538,-0.034905,-0.023385,0,1
1.005,8100.0,0.000000,-0.008955,-0.004478,0.055302,-0.063805,-1,0
1.005,8200.0,0.003044,-0.018100,-0.007528,0.074293,0.111380,1,-2
1.005,8300.0,0.003044,-0.006070,-0.001513,0.060432,0.050228,0,4
1.005,8400.0,0.009146,-0.006070,0.001538,-0.003970,-0.031605,1,0
1.005,8500.0,0.006270,-0.012140,-0.002935,-0.014870,-0.075032,-1,-1
1.005,8600.0,0.000000,-0.015175,-0.007587,0.069500,-0.018015,1,-1
1.005,8700.0,0.009132,-0.009202,-0.000035,-0.033171,-0.016971,3,0
1.005,8800.0,0.006163,-0.012140,-0.002988,-0.088364,-0.000858,-1,-1
1.005,8900.0,0.003040,-0.012103,-0.004532,-0.093052,0.000424,-1,0
1.005,9000.0,0.000000,-0.009231,-0.004615,0.023802,0.010545,-1,1
1.005,9100.0,0.000000,-0.008969,-0.004484,0.051414,-0.011941,-1,0
1.005,9200.0,0.003180,-0.012121,-0.004471,0.096883,0.015948,1,-1
1.005,9300.0,0.006299,-0.008942,-0.001321,-0.030054,-0.006249,2,0
1.005,9400.0,0.006098,-0.011976,-0.002939,-0.047259,0.021640,-1,0
1.005,9500.0,0.003040,-0.008996,-0.002978,0.001723,-0.024496,0,1
1.005,9600.0,0.003053,-0.008982,-0.002964,0.023682,-0.046981,0,0
1.005,9700.0,0.006192,-0.014970,-0.004389,-0.004805,0.042960,1,-2
1.005,9800.0,0.006107,-0.008982,-0.001438,-0.042194,0.044144,0,2
1.005,9900.0,0.003058,-0.005970,-0.001456,-0.029418,-0.010945,-2,1
1.005,10000.0,0.000000,-0.003058,-0.001529,0.012839,-0.092542,0,0
1.005,10100.0,0.006349,-0.014925,-0.004288,-0.022186,-0.035075,1,-3
1.005,10200.0,0.003063,-0.018072,-0.007505,-0.009913,0.108405,-1,-1
1.005,10300.0,0.003096,-0.008955,-0.002930,0.065313,0.056420,0,3
1.005,10400.0,0.003058,-0.006240,-0.001591,0.092952,0.019126,1,0
1.005,10500.0,0.009146,-0.008929,0.000109,0.073042,-0.003359,1,0
1.005,10600.0,0.009188,-0.008889,0.000150,0.002612,-0.025844,0,0
1.005,10700.0,0.009146,-0.009302,-0.000078,-0.070789,-0.048330,0,0
1.005,10800.0,0.003106,-0.014925,-0.005910,-0.016103,0.041796,-1,-2
1.005,10900.0,0.009132,-0.005944,0.001594,-0.017883,-0.001398,0,3
1.005,11000.0,0.006088,-0.005944,0.000072,-0.055272,-0.088963,-1,0
1.005,11100.0,0.003035,-0.011887,-0.004426,0.029255,-0.093638,0,-2
1.005,11200.0,0.006116,-0.018293,-0.006088,-0.037385,0.073167,2,-2
1.005,11300.0,0.006319,-0.009390,-0.001535,-0.032469,0.027125,0,3
1.005,11400.0,0.012539,-0.009259,0.001640,-0.125786,0.004580,0,0
1.005,11500.0,0.006107,-0.008889,-0.001391,-0.032356,-0.017905,-3,0
1.005,11600.0,0.006006,-0.009202,-0.001598,0.028267,-0.040390,0,0
1.005,11700.0,0.009050,-0.011852,-0.001401,0.026455,-0.003678,0,-1
1.005,11800.0,0.015060,-0.011852,0.001604,-0.033743,0.033007,3,0
1.005,11900.0,0.015106,-0.008889,0.003108,-0.106747,0.019450,-2,1
1.005,12000.0,0.006052,-0.008889,-0.001419,0.052032,-0.003035,-2,0
1.005,12100.0,0.006240,-0.008955,-0.001357,0.133538,-0.025521,0,0
1.005,12200.0,0.015129,-0.011869,0.001630,0.028109,0.028916,3,-1
1.005,12300.0,0.012066,-0.012658,-0.000296,-0.014430,0.059770,0,0
1.005,12400.0,0.003017,-0.002972,0.000022,0.023139,0.001815,0,2
1.005,12500.0,0.006279,-0.012442,-0.003081,0.045884,0.020788,0,-2
1.005,12600.0,0.012177,-0.009023,0.001577,0.000625,0.042746,2,0
1.005,12700.0,0.015060,-0.008982,0.003039,-0.106710,-0.023999,0,1
1.005,12800.0,0.006202,-0.008942,-0.001370,-0.051469,-0.037404,-2,-1
