target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.011923,-0.005926,0.002998,0.066272,-0.175923,4,-1
1.005,200.0,0.014925,-0.008982,0.002972,-0.053255,-0.172082,1,-1
1.005,300.0,0.011923,-0.015504,-0.001791,-0.149114,-0.026438,0,-2
1.005,400.0,0.009174,-0.011817,-0.001321,-0.082253,0.030579,-2,1
1.005,500.0,0.005961,-0.011976,-0.003007,-0.018347,0.066917,-1,0
1.005,600.0,0.005961,-0.005988,-0.000013,0.063311,-0.017870,0,2
1.005,700.0,0.008955,-0.009464,-0.000254,0.097629,-0.052434,1,-1
1.005,800.0,0.014837,-0.011817,0.001510,0.031356,-0.007234,3,-1
1.005,900.0,0.006525,-0.008982,-0.001228,-0.064502,-0.012256,0,1
1.005,1000.0,0.006144,-0.008876,-0.001366,-0.107107,-0.035004,-2,0
1.005,1100.0,0.000000,-0.012140,-0.006070,0.027807,-0.019346,0,-1
1.005,1200.0,0.000000,-0.011958,-0.005979,0.041413,0.005285,1,0
1.005,1300.0,0.003216,-0.011994,-0.004389,0.004725,0.023917,1,0
1.005,1400.0,0.003263,-0.009217,-0.002977,-0.031963,-0.004618,0,1
1.005,1500.0,0.003263,-0.008996,-0.002866,0.020106,-0.027425,0,0
1.005,1600.0,0.003091,-0.008902,-0.002905,0.042588,-0.050172,0,0
1.005,1700.0,0.003322,-0.009009,-0.002843,0.065071,-0.010881,0,-1
1.005,1800.0,0.009804,-0.011994,-0.001095,0.001757,0.025457,2,0
1.005,1900.0,0.003268,-0.008955,-0.002844,-0.055641,-0.017971,-1,1
1.005,2000.0,0.003101,-0.011869,-0.004384,-0.015407,0.042001,-1,-1
1.005,2100.0,0.000000,-0.008915,-0.004458,0.086963,0.016299,-1,1
1.005,2200.0,0.006211,-0.008902,-0.001345,0.085776,-0.006449,2,0
1.005,2300.0,0.006504,-0.008955,-0.001226,-0.063337,-0.029196,1,0
1.005,2400.0,0.003252,-0.012289,-0.004518,-0.094107,0.024867,-1,-1
1.005,2500.0,0.003339,-0.008955,-0.002808,-0.053873,-0.000835,-1,1
1.005,2600.0,0.000000,-0.008876,-0.004438,0.078082,-0.023582,0,0
1.005,2700.0,0.006231,-0.011834,-0.002802,0.062104,0.003892,2,-1
1.005,2800.0,0.006557,-0.015337,-0.004390,0.025417,0.040230,0,0
1.005,2900.0,0.006504,-0.012442,-0.002969,-0.011271,0.023391,0,1
1.005,3000.0,0.009288,-0.012251,-0.001482,-0.047959,0.000643,0,0
1.005,3100.0,0.006163,-0.008863,-0.001350,-0.052044,-0.022105,-1,0
1.005,3200.0,0.006319,-0.008942,-0.001311,-0.029620,-0.044852,0,0
1.005,3300.0,0.009302,-0.008902,0.000200,-0.007137,-0.067600,0,0
1.005,3400.0,0.009245,-0.012346,-0.001550,0.015346,-0.022399,0,-1
1.005,3500.0,0.003195,-0.011922,-0.004364,0.037828,0.013938,0,0
1.005,3600.0,0.006504,-0.011922,-0.002709,0.010016,0.035570,1,0
1.005,3700.0,0.006494,-0.005944,0.000275,-0.026672,-0.046198,0,1
1.005,3800.0,0.006173,-0.014837,-0.004332,-0.024899,0.046350,0,-2
