target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006052,-0.006163,-0.000056,0.205300,-0.137277,2,-2
1.005,200.0,0.020864,-0.014793,0.003036,-0.059197,-0.062129,5,-3
1.005,300.0,0.011887,-0.011852,0.000018,-0.140263,-0.016277,-2,0
1.005,400.0,0.000000,-0.011887,-0.005944,0.148508,0.020762,-3,0
1.005,500.0,0.009022,-0.008955,0.000034,0.112168,0.001782,3,0
1.005,600.0,0.011852,-0.011905,-0.000026,0.061063,0.036273,1,0
1.005,700.0,0.015290,-0.008955,0.003168,-0.037961,0.061380,1,1
1.005,800.0,0.011817,-0.008889,0.001464,-0.017354,-0.008139,0,0
1.005,900.0,0.005944,-0.008902,-0.001479,-0.017944,0.025877,-1,-1
1.005,1000.0,0.008889,-0.011852,-0.001481,-0.001028,0.057016,-1,0
1.005,1100.0,0.011852,-0.008902,0.001475,-0.055738,0.026199,0,0
1.005,1200.0,0.008876,-0.011887,-0.001506,-0.006515,-0.028069,-1,-2
1.005,1300.0,0.008889,-0.011869,-0.001490,0.066348,0.101325,0,1
1.005,1400.0,0.006015,-0.005944,0.000036,0.059131,0.020057,0,1
1.005,1500.0,0.011869,-0.008929,0.001470,0.046046,-0.045849,1,-1
1.005,1600.0,0.014881,-0.009063,0.002909,-0.038101,-0.043245,1,-1
1.005,1700.0,0.005961,-0.018072,-0.006056,-0.012660,0.028169,-1,-1
1.005,1800.0,0.005997,-0.011940,-0.002972,0.048359,0.054569,0,1
1.005,1900.0,0.011887,-0.005997,0.002945,0.002721,0.006991,1,0
1.005,2000.0,0.008982,-0.008942,0.000020,0.016329,0.003801,0,1
1.005,2100.0,0.008915,-0.014859,-0.002972,0.038811,0.071472,0,0
1.005,2200.0,0.008915,-0.005961,0.001477,0.061294,0.032150,0,1
1.005,2300.0,0.014881,-0.008915,0.002983,-0.037523,-0.072742,2,1
1.005,2400.0,0.008915,-0.008929,-0.000007,-0.083086,-0.020221,-1,-1
1.005,2500.0,0.008902,-0.008942,-0.000020,-0.031044,-0.106763,0,0
1.005,2600.0,0.009288,-0.012461,-0.001587,-0.008561,-0.062847,0,-1
1.005,2700.0,0.008876,-0.008969,-0.000046,0.013921,-0.062644,0,0
1.005,2800.0,0.008889,-0.008969,-0.000040,0.036404,-0.139859,0,0
1.005,2900.0,0.009063,-0.017884,-0.004410,0.017241,0.083354,1,-2
1.005,3000.0,0.011834,-0.008955,0.001440,-0.019272,0.041639,0,2
1.005,3100.0,0.008889,-0.008942,-0.000026,0.023930,0.017452,-1,1
1.005,3200.0,0.008902,-0.008955,-0.000027,0.049380,-0.009653,0,0
1.005,3300.0,0.011852,-0.006042,0.002905,0.054269,-0.072420,1,0
1.005,3400.0,0.015129,-0.011940,0.001594,-0.065591,-0.036556,1,-2
1.005,3500.0,0.011869,-0.014903,-0.001517,-0.099734,0.070515,-1,0
1.005,3600.0,0.005935,-0.008942,-0.001504,0.026174,0.076173,-2,2
1.005,3700.0,0.008915,-0.005970,0.001473,0.074985,-0.031188,1,0
