step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
8001,90005.00,6.283185,-3.623899e-8,3.623899e-8,1.312944e-1,1.099951e-1,81,2
8002,90010.00,0.001571,9.426304e-5,-9.426304e-5,1.403182e-1,1.162957e-1,0,0
8003,90015.00,0.003141,1.885049e-4,-1.885049e-4,1.435329e-1,1.102996e-1,0,0
8004,90020.00,0.004712,2.827462e-4,-2.827462e-4,1.358416e-1,1.115766e-1,0,0
8005,90025.00,0.006283,3.769869e-4,-3.769869e-4,1.372507e-1,1.242030e-1,0,0
8006,90030.00,0.007854,4.712266e-4,-4.712266e-4,1.372222e-1,1.102441e-1,0,0
8007,90035.00,0.009424,5.654652e-4,-5.654652e-4,1.317046e-1,1.112371e-1,0,0
8008,90040.00,0.010995,6.597023e-4,-6.597023e-4,1.348530e-1,1.095550e-1,0,0
8009,90045.00,0.012566,7.539379e-4,-7.539379e-4,1.294985e-1,1.060256e-1,0,0
8010,90050.00,0.014136,8.481716e-4,-8.481716e-4,1.361284e-1,1.112115e-1,0,0
8011,90055.00,0.015707,9.424032e-4,-9.424032e-4,1.338925e-1,1.161350e-1,0,0
8012,90060.00,0.017279,1.036690e-3,-1.036690e-3,1.387702e-1,1.162750e-1,0,0
8013,90065.00,0.018849,1.130916e-3,-1.130916e-3,1.250969e-1,1.310056e-1,0,0
8014,90070.00,0.020420,1.225140e-3,-1.225140e-3,1.234284e-1,1.123982e-1,0,0
8015,90075.00,0.021991,1.319361e-3,-1.319361e-3,1.196430e-1,1.131435e-1,0,0
8016,90080.00,0.023561,1.413579e-3,-1.413579e-3,1.163993e-1,1.070386e-1,0,0
8017,90085.00,0.025132,1.507793e-3,-1.507793e-3,1.185566e-1,1.171475e-1,0,0
8018,90090.00,0.026703,1.602003e-3,-1.602003e-3,1.343777e-1,1.150373e-1,0,0
8019,90095.00,0.028274,1.696210e-3,-1.696210e-3,1.273739e-1,1.157464e-1,0,0
8020,90100.00,0.029844,1.790412e-3,-1.790412e-3,1.341659e-1,1.178940e-1,0,0
8021,90105.00,0.031415,1.884610e-3,-1.884610e-3,1.395170e-1,1.157947e-1,0,0
8022,90110.00,0.032987,1.978860e-3,-1.978860e-3,1.354488e-1,1.131663e-1,0,0
8023,90115.00,0.034557,2.073049e-3,-2.073049e-3,1.432295e-1,1.088755e-1,0,0
8024,90120.00,0.036128,2.167232e-3,-2.167232e-3,1.400669e-1,9.850664e-2,0,0
8025,90125.00,0.037699,2.261410e-3,-2.261410e-3,1.355377e-1,9.862235e-2,0,0
8026,90130.00,0.039269,2.355582e-3,-2.355582e-3,1.319868e-1,9.857298e-2,0,0
8027,90135.00,0.040840,2.449749e-3,-2.449749e-3,1.266316e-1,1.047665e-1,0,0
8028,90140.00,0.042411,2.543909e-3,-2.543909e-3,1.282666e-1,9.799671e-2,0,0
8029,90145.00,0.043982,2.638063e-3,-2.638063e-3,1.256301e-1,9.764047e-2,0,0
8030,90150.00,0.045552,2.732211e-3,-2.732211e-3,1.259310e-1,1.035309e-1,0,0
8031,90155.00,0.047123,2.826352e-3,-2.826352e-3,1.315045e-1,1.091262e-1,0,0
8032,90160.00,0.048695,2.920543e-3,-2.920543e-3,1.262872e-1,1.099569e-1,0,0
8033,90165.00,0.050265,3.014670e-3,-3.014670e-3,1.390676e-1,1.080755e-1,0,0
8034,90170.00,0.051836,3.108789e-3,-3.108789e-3,1.427653e-1,1.029183e-1,0,0
8035,90175.00,0.053407,3.202901e-3,-3.202901e-3,1.410238e-1,1.070739e-1,0,0
8036,90180.00,0.054977,3.297005e-3,-3.297005e-3,1.432102e-1,1.041068e-1,0,0
8037,90185.00,0.056548,3.391100e-3,-3.391100e-3,1.589388e-1,1.046796e-1,0,0
8038,90190.00,0.058119,3.485187e-3,-3.485187e-3,1.419899e-1,1.105667e-1,0,0
8039,90195.00,0.059690,3.579266e-3,-3.579266e-3,2.053162e-1,9.877183e-2,0,0
8040,90200.00,0.061260,3.673336e-3,-3.673336e-3,1.383188e-1,9.164172e-2,0,0
8041,90205.00,0.062831,3.767396e-3,-3.767396e-3,1.401749e-1,9.530334e-2,0,0
8042,90210.00,0.064403,3.861505e-3,-3.861505e-3,1.364748e-1,9.602740e-2,0,0
8043,90215.00,0.065973,3.955547e-3,-3.955547e-3,1.326984e-1,1.070322e-1,0,0
8044,90220.00,0.067544,4.049579e-3,-4.049579e-3,1.368803e-1,1.042686e-1,0,0
8045,90225.00,0.069115,4.143601e-3,-4.143601e-3,1.348113e-1,1.047851e-1,0,0
8046,90230.00,0.070685,4.237613e-3,-4.237613e-3,1.306439e-1,1.057628e-1,0,0
8047,90235.00,0.072256,4.331614e-3,-4.331614e-3,1.355396e-1,1.118320e-1,0,0
8048,90240.00,0.073827,4.425605e-3,-4.425605e-3,1.369164e-1,1.090462e-1,0,0
8049,90245.00,0.075397,4.519586e-3,-4.519586e-3,1.375641e-1,1.053293e-1,0,0
8050,90250.00,0.076968,4.613554e-3,-4.613554e-3,1.452367e-1,1.125499e-1,0,0
8051,90255.00,0.078539,4.707512e-3,-4.707512e-3,1.324574e-1,1.109130e-1,0,0
8052,90260.00,0.080110,4.801457e-3,-4.801457e-3,1.446243e-1,1.109789e-1,0,0
8053,90265.00,0.081681,4.895448e-3,-4.895448e-3,1.331790e-1,1.086403e-1,0,0
8054,90270.00,0.083252,4.989370e-3,-4.989370e-3,1.352164e-1,1.054439e-1,0,0
8055,90275.00,0.084823,5.083280e-3,-5.083280e-3,1.320669e-1,1.067783e-1,0,0
8056,90280.00,0.086393,5.177177e-3,-5.177177e-3,1.292704e-1,9.874529e-2,0,0
8057,90285.00,0.087964,5.271060e-3,-5.271060e-3,1.395434e-1,9.100752e-2,0,0
8058,90290.00,0.089535,5.364932e-3,-5.364932e-3,1.339526e-1,9.869321e-2,0,0
8059,90295.00,0.091105,5.458789e-3,-5.458789e-3,1.378495e-1,9.287508e-2,0,0
8060,90300.00,0.092676,5.552634e-3,-5.552634e-3,1.405776e-1,9.805848e-2,0,0
8061,90305.00,0.094247,5.646465e-3,-5.646465e-3,1.376515e-1,9.753461e-2,0,0
8062,90310.00,0.095818,5.740282e-3,-5.740282e-3,1.339122e-1,9.875933e-2,0,0
8063,90315.00,0.097389,5.834142e-3,-5.834142e-3,1.324888e-1,8.871363e-2,0,0
8064,90320.00,0.098960,5.927930e-3,-5.927930e-3,1.332005e-1,1.037321e-1,0,0
8065,90325.00,0.100531,6.021704e-3,-6.021704e-3,1.446075e-1,1.032950e-1,0,0
8066,90330.00,0.102101,6.115462e-3,-6.115462e-3,1.298340e-1,9.848405e-2,1,-1
8067,90335.00,0.103672,6.209206e-3,-6.209206e-3,1.255359e-1,1.006056e-1,0,0
8068,90340.00,0.105243,6.302934e-3,-6.302934e-3,1.368119e-1,9.678060e-2,0,0
8069,90345.00,0.106813,6.396647e-3,-6.396647e-3,1.250432e-1,1.015778e-1,0,0
8070,90350.00,0.108384,6.490344e-3,-6.490344e-3,1.386169e-1,9.605983e-2,0,0
8071,90355.00,0.109955,6.584025e-3,-6.584025e-3,1.249240e-1,9.890641e-2,0,0
8072,90360.00,0.111526,6.677690e-3,-6.677690e-3,1.329993e-1,9.673284e-2,0,0
8073,90365.00,0.113097,6.771395e-3,-6.771395e-3,1.175529e-1,8.987382e-2,0,0
8074,90370.00,0.114668,6.865026e-3,-6.865026e-3,1.273489e-1,9.464497e-2,0,0
8075,90375.00,0.116239,6.958642e-3,-6.958642e-3,1.099199e-1,9.359543e-2,0,0
8076,90380.00,0.117809,7.052239e-3,-7.052239e-3,1.066761e-1,8.790187e-2,0,0
