pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-4.642534e-3,-4.642373e-3,-5.216580e-2,-4.160488e-2,1.000000e-3,1.606531e-4
