frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
83,415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.997408,0.996245,0.994125,0.996205,0.995929,0,0,0,0,0,1313,1368,1472,1351,1244
283,1415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998902,0.979096,1.015830,1.000000,1.000549,5,-40,40,6,7,1591,1540,1602,1609,1590
483,2415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.957603,1.035424,1.000586,0.999453,1,-40,40,-1,2,1441,1539,1492,1476,1597
683,3415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.940659,1.055340,0.999431,1.000559,0,-40,41,-1,0,1555,1590,1577,1526,1558
883,4415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.922485,1.079502,1.000000,1.000541,-1,-40,42,1,0,1609,1589,1619,1595,1617
1083,5415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000648,0.911084,1.098751,1.000000,0.999449,0,-40,40,-1,-2,1313,1412,1532,1553,1586
1283,6415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998308,0.909242,1.110962,1.000000,1.000000,-2,-40,44,-1,-1,952,971,1257,1378,1227
1483,7415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.879560,1.143862,1.000000,1.000000,0,-40,42,0,0,1598,1497,1619,1604,1611
1683,8415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.869642,1.162250,1.000543,1.000000,0,-40,45,0,0,1610,1473,1619,1612,1612
1883,9415,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000577,0.872772,1.173024,1.000000,0.999438,0,-40,43,-1,0,1502,1397,1579,1531,1548
