target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.003058,0.000000,0.001529,0.361886,-0.261541,3,-1
1.005,200.0,0.021374,-0.012403,0.004485,0.128823,-0.235962,7,-4
1.005,300.0,0.012214,-0.014881,-0.001334,0.057834,-0.081929,2,-3
1.005,400.0,0.006173,-0.008955,-0.001391,0.031033,-0.031272,0,-1
1.005,500.0,0.011782,-0.005988,0.002897,-0.004606,-0.117755,0,0
1.005,600.0,0.008876,-0.012384,-0.001754,-0.004900,-0.036643,-1,-2
1.005,700.0,0.006116,-0.014903,-0.004394,0.021315,0.111152,1,2
1.005,800.0,0.006126,-0.009202,-0.001538,0.050476,0.009839,1,2
1.005,900.0,0.006515,0.003115,0.004815,0.073745,-0.256010,0,-2
1.005,1000.0,0.006116,-0.015015,-0.004449,0.097015,-0.080864,0,-6
1.005,1100.0,0.012214,-0.021053,-0.004419,-0.035829,0.089201,2,0
1.005,1200.0,0.006107,-0.009050,-0.001471,0.016897,0.165360,-2,2
1.005,1300.0,0.006107,-0.009009,-0.001451,0.040167,0.139864,0,2
1.005,1400.0,0.009009,0.000000,0.004505,0.004528,-0.066279,1,3
1.005,1500.0,0.006024,-0.003003,0.001511,-0.031111,-0.176199,0,0
1.005,1600.0,0.009202,-0.015798,-0.003298,-0.016677,-0.043321,-1,-3
1.005,1700.0,0.000000,-0.012012,-0.006006,0.068446,0.086228,-1,0
1.005,1800.0,0.011799,-0.009063,0.001368,0.115279,-0.011584,2,1
1.005,1900.0,0.008942,-0.008996,-0.000027,-0.017564,0.037283,1,1
1.005,2000.0,0.009217,-0.012500,-0.001642,-0.112116,0.050088,-1,0
1.005,2100.0,0.009091,-0.003003,0.003044,-0.100974,-0.053906,-1,2
1.005,2200.0,0.006061,-0.005997,0.000032,-0.062890,-0.131059,0,0
1.005,2300.0,0.002994,-0.006211,-0.001609,-0.039620,-0.157176,0,-1
1.005,2400.0,0.002976,-0.014970,-0.005997,-0.016351,-0.039652,0,-1
1.005,2500.0,0.002963,-0.015038,-0.006037,0.006919,0.015991,0,-2
1.005,2600.0,0.009022,-0.009434,-0.000206,0.030189,0.076267,0,2
1.005,2700.0,0.008863,-0.014970,-0.003054,0.094635,0.113127,1,0
1.005,2800.0,0.011782,-0.005997,0.002892,0.053164,0.012157,2,2
1.005,2900.0,0.011852,-0.008996,0.001428,-0.027101,-0.013930,-1,-1
1.005,3000.0,0.008850,-0.006015,0.001417,0.010655,-0.138606,-1,-1
1.005,3100.0,0.009022,-0.015015,-0.002996,0.013233,0.006317,1,-1
1.005,3200.0,0.009360,-0.012012,-0.001326,0.036503,0.040536,0,0
1.005,3300.0,0.009063,-0.012012,-0.001474,0.059772,0.017999,0,0
1.005,3400.0,0.009063,-0.006024,0.001520,0.083042,0.031112,0,0
1.005,3500.0,0.005970,-0.011994,-0.003012,0.050349,0.092033,1,1
1.005,3600.0,0.014837,-0.006006,0.004415,-0.038799,0.057244,1,1
1.005,3700.0,0.008889,-0.006006,0.001441,-0.068868,-0.043775,-1,0
1.005,3800.0,0.011799,-0.014992,-0.001597,-0.081153,0.008140,0,-2
1.005,3900.0,0.005944,-0.009009,-0.001533,-0.031440,0.027058,-1,1
1.005,4000.0,0.000000,-0.009346,-0.004673,0.056450,0.001043,-1,1
1.005,4100.0,0.006390,-0.011994,-0.002802,0.159422,0.028988,2,-1
1.005,4200.0,0.012480,-0.009063,0.001709,0.017702,0.000213,2,0
1.005,4300.0,0.006400,-0.003035,0.001683,-0.014966,-0.022405,0,-1
1.005,4400.0,0.009662,-0.012066,-0.001202,-0.044533,0.017375,0,0
1.005,4500.0,0.006289,-0.012085,-0.002898,-0.009417,0.092968,0,0
1.005,4600.0,0.009569,-0.006042,0.001764,0.043653,0.036694,1,2
1.005,4700.0,0.009494,-0.006051,0.001721,0.067180,0.013350,0,1
1.005,4800.0,0.012365,-0.006051,0.003157,0.026002,-0.186466,1,-2
1.005,4900.0,0.009346,-0.015129,-0.002891,-0.009294,-0.050275,0,-3
1.005,5000.0,0.012442,-0.015129,-0.001343,-0.044589,0.076842,0,0
1.005,5100.0,0.009259,-0.012012,-0.001376,-0.018121,0.227158,-1,1
1.005,5200.0,0.009091,-0.008996,0.000048,0.005406,0.207020,0,2
1.005,5300.0,0.009302,-0.005997,0.001653,0.028934,0.165757,0,1
1.005,5400.0,0.012232,-0.003003,0.004615,-0.015185,0.061583,1,2
1.005,5500.0,0.012158,-0.002998,0.004580,-0.050481,-0.066556,0,-1
1.005,5600.0,0.009331,-0.012559,-0.001614,-0.003425,-0.029611,-1,-3
1.005,5700.0,0.004587,-0.015314,-0.005363,0.020103,0.049889,0,-1
1.005,5800.0,0.006163,-0.015601,-0.004719,0.043630,0.122988,0,0
1.005,5900.0,0.006116,-0.003012,0.001552,0.067157,0.019294,0,1
1.005,6000.0,0.006135,-0.015221,-0.004543,0.090684,0.047436,0,0
1.005,6100.0,0.006221,-0.006006,0.000107,0.114211,0.011867,0,3
1.005,6200.0,0.012559,-0.006211,0.003174,0.055387,-0.047337,1,-1
1.005,6300.0,0.009419,-0.009023,0.000198,0.002444,-0.079517,1,-1
1.005,6400.0,0.009317,-0.009331,-0.000007,-0.032851,-0.129114,0,-1
1.005,6500.0,0.009317,-0.014084,-0.002384,-0.026971,-0.002433,-1,0
1.005,6600.0,0.009231,-0.014970,-0.002870,-0.003444,0.031275,0,0
1.005,6700.0,0.009160,-0.011994,-0.001417,0.020083,0.103892,0,0
1.005,6800.0,0.006369,-0.008996,-0.001313,-0.041682,0.089689,1,1
1.005,6900.0,0.006144,-0.003101,0.001522,-0.012273,-0.041329,-1,1
1.005,7000.0,0.009202,-0.011994,-0.001396,0.025961,-0.007315,0,-2
1.005,7100.0,0.015337,-0.014992,0.000172,-0.003450,0.062803,3,-1
1.005,7200.0,0.012539,-0.009539,0.001500,-0.035804,0.036658,-1,2
1.005,7300.0,0.006173,-0.006547,-0.000187,-0.035353,0.004610,1,0
1.005,7400.0,0.009302,-0.009023,0.000140,-0.020433,-0.075130,0,-1
1.005,7500.0,0.009274,-0.009662,-0.000194,-0.055321,-0.023023,0,-1
1.005,7600.0,-0.003190,-0.009724,-0.006457,0.012521,0.044580,-2,-1
1.005,7700.0,0.003086,-0.009036,-0.002975,0.018689,0.069878,1,1
1.005,7800.0,0.006231,-0.009146,-0.001458,0.045245,0.098248,0,0
1.005,7900.0,0.006260,-0.006033,0.000113,0.057218,-0.023389,1,1
1.005,8000.0,0.012739,-0.006250,0.003244,-0.072354,-0.136103,1,0
1.005,8100.0,0.003150,-0.015198,-0.006024,0.027852,-0.026671,-2,-2
1.005,8200.0,0.009404,-0.006024,0.001690,-0.010032,-0.049387,2,1
1.005,8300.0,0.009259,-0.012030,-0.001385,-0.044980,0.090109,0,-1
1.005,8400.0,0.003101,-0.012030,-0.004465,-0.006506,0.124410,-1,1
1.005,8500.0,0.009539,-0.009036,0.000251,0.017283,0.086926,0,0
1.005,8600.0,0.012599,-0.009360,0.001619,-0.008854,0.106240,1,0
1.005,8700.0,0.006329,-0.003049,0.001640,-0.002685,-0.069776,-1,1
1.005,8800.0,0.000000,-0.004202,-0.002101,0.021104,-0.077316,0,-1
1.005,8900.0,0.006329,-0.012598,-0.003135,0.012588,-0.021607,0,-1
1.005,9000.0,0.017544,-0.009509,0.004018,-0.010612,-0.028967,1,0
1.005,9100.0,0.007207,-0.017241,-0.005017,-0.045559,0.017623,0,0
1.005,9200.0,0.009631,-0.006896,0.001367,-0.004149,-0.013982,-1,1
1.005,9300.0,0.006380,-0.009419,-0.001520,0.037203,-0.051624,1,1
1.005,9400.0,0.009302,-0.015504,-0.003101,0.025809,-0.002380,1,-2
1.005,9500.0,0.012759,-0.012579,0.000090,-0.009138,0.073716,0,1
