target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.002972,-0.008902,-0.002965,0.202368,-0.093205,2,-2
1.005,200.0,0.011887,-0.014837,-0.001475,0.180474,0.014034,3,-2
1.005,300.0,0.017831,-0.014837,0.001497,0.019527,0.109456,2,0
1.005,400.0,0.014837,-0.005935,0.004451,-0.088166,0.122160,-1,2
1.005,500.0,0.014925,-0.005935,0.004495,-0.127812,0.099412,-1,1
1.005,600.0,0.002959,-0.008863,-0.002952,-0.025444,0.029397,-2,0
1.005,700.0,0.008876,-0.005988,0.001444,0.109468,-0.079024,2,1
1.005,800.0,0.011834,-0.011817,0.000009,0.028399,-0.057458,1,-2
1.005,900.0,0.011834,-0.014771,-0.001468,-0.008288,-0.003316,0,-1
1.005,1000.0,0.012048,-0.011976,0.000036,-0.015391,0.035975,1,1
1.005,1100.0,0.008902,-0.009063,-0.000081,0.007092,0.025045,-1,1
1.005,1200.0,0.008876,-0.011817,-0.001471,0.029575,-0.032877,0,-1
1.005,1300.0,0.008876,-0.011817,-0.001471,0.052058,0.021107,0,0
1.005,1400.0,0.011869,-0.008876,0.001497,-0.008691,0.001563,0,0
1.005,1500.0,0.011940,-0.008863,0.001539,-0.045762,-0.038967,0,1
1.005,1600.0,0.008996,-0.011817,-0.001411,-0.026903,0.021005,-1,-1
1.005,1700.0,0.008929,-0.005917,0.001506,-0.002258,-0.037000,0,1
1.005,1800.0,0.008902,-0.012177,-0.001637,0.058269,0.037711,1,-1
1.005,1900.0,0.012121,-0.008863,0.001629,0.006103,0.023826,1,1
1.005,2000.0,0.009077,-0.008863,0.000107,0.033996,0.001079,-1,0
1.005,2100.0,0.009050,-0.008876,0.000087,0.056557,-0.077632,0,-1
1.005,2200.0,0.011852,-0.008876,0.001488,0.022828,-0.038179,1,0
1.005,2300.0,0.012289,-0.011834,0.000227,-0.013860,0.013260,0,-1
1.005,2400.0,0.006173,-0.011869,-0.002848,0.023416,0.099854,-1,1
1.005,2500.0,0.012232,-0.008876,0.001678,0.010396,0.009540,1,0
1.005,2600.0,0.009375,-0.008876,0.000250,-0.026292,-0.045394,0,0
1.005,2700.0,0.006024,-0.014771,-0.004373,0.014004,0.067715,-2,-1
1.005,2800.0,0.012030,-0.009331,0.001349,-0.032146,0.056784,1,2
1.005,2900.0,0.009063,-0.008863,0.000100,-0.015736,0.034037,-1,0
1.005,3000.0,0.009077,-0.008863,0.000107,0.042049,0.011289,0,0
1.005,3100.0,0.008982,-0.008876,0.000053,0.081814,-0.011458,1,0
1.005,3200.0,0.005944,-0.008876,-0.001466,0.148646,-0.019249,0,-1
1.005,3300.0,0.011869,-0.008876,0.001497,0.091248,0.011206,2,0
1.005,3400.0,0.011994,-0.011817,0.000089,-0.013991,0.024056,0,0
1.005,3500.0,0.012177,-0.011817,0.000180,-0.032796,0.054511,0,0
1.005,3600.0,0.012030,-0.005926,0.003052,0.007439,-0.041916,-1,1
1.005,3700.0,0.006024,-0.008876,-0.001426,0.062160,-0.088023,-1,-1
1.005,3800.0,0.002972,-0.008876,-0.002952,0.202863,-0.110568,0,0
1.005,3900.0,0.018045,-0.011852,0.003097,0.017574,-0.049844,5,-2
1.005,4000.0,0.012012,-0.011905,0.000054,-0.046036,-0.018646,-1,0
1.005,4100.0,0.009036,-0.014815,-0.002889,-0.023798,0.045364,-1,0
1.005,4200.0,0.006126,-0.008915,-0.001395,0.084866,0.040476,0,2
1.005,4300.0,0.012066,-0.008876,0.001595,0.036326,0.070931,1,0
1.005,4400.0,0.012048,-0.011817,0.000116,-0.048136,0.045400,0,0
1.005,4500.0,0.008982,-0.008863,0.000060,0.010357,0.007928,0,1
1.005,4600.0,0.006042,-0.005917,0.000063,-0.029303,-0.132778,0,0
