frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
98,490,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,0.995763,0.996307,0.998532,0.995338,0.995172,0,0,0,0,0,1186,1124,1132,1057,1220
298,1490,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000546,0.986391,1.008338,1.000565,0.998306,6,-20,21,3,6,1603,1607,1569,1541,1541
498,2490,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.978723,1.016363,1.000000,1.001225,-1,-20,20,-1,1,1058,1039,1359,1433,1403
698,3490,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.971626,1.024136,0.999244,0.999344,0,-20,21,0,-1,1414,1215,1303,1092,1294
898,4490,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.964260,1.034722,1.000000,1.000651,0,-20,20,0,0,1082,1141,1354,1457,1305
1098,5490,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.000000,0.977330,1.031915,0.998821,1.001479,0,-19,20,-1,-1,393,167,240,618,446
1298,6490,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.001546,0.995465,1.000000,0.992958,1.004728,10,70,-90,-20,10,417,211,256,622,616
1498,7490,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.010071,1.000000,1.000000,0.982374,1.011564,11,9,-6,-20,10,1458,1439,1522,1472,1413
1698,8490,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.014120,1.000843,0.999333,0.975046,1.012658,10,0,-1,-20,10,974,956,1269,1413,1113
1898,9490,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.021524,1.001131,1.000000,0.966847,1.021277,10,1,-1,-19,10,1489,1538,1526,1429,1415
2098,10490,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.025612,1.000000,0.999429,0.960313,1.025626,11,0,-1,-20,9,1527,1546,1520,1433,1448
2298,11490,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.003079,1.000000,1.008304,0.954094,1.000000,-46,-1,20,-20,-48,1394,1473,1456,1382,1321
2498,12490,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,0.999392,0.999388,1.020612,0.944379,1.000575,-6,0,20,-20,-2,1414,1405,1468,1460,1508
2698,13490,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.001076,1.001623,1.016925,0.949009,0.997268,0,1,20,-20,-3,699,386,479,476,502
2898,14490,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,1.001189,1.040493,0.929526,0.999428,0,0,22,-20,0,1517,1452,1474,1416,1517
