pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-4.722180e-3,-4.722362e-3,-1.781704e-1,-1.520260e-1,3.000000e-3,-6.069119e-5
