pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-4.114570e-3,-4.198463e-3,-4.779604e-2,-6.077178e-3,1.000000e-2,-8.389307e-3
