step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
8998,94990.00,6.280775,1.999994e-2,-1.999994e-2,1.049817e-2,-4.795209e-3,4,1
8999,94995.00,0.000381,2.000000e-2,-2.000000e-2,1.262592e-2,-9.439200e-3,0,0
9000,95000.00,0.003176,1.999990e-2,-1.999990e-2,1.670860e-2,3.339387e-4,0,0
9001,95005.00,0.005968,1.999964e-2,-1.999964e-2,1.702110e-2,1.117597e-2,0,0
9002,95010.00,0.008762,1.999923e-2,-1.999923e-2,2.082792e-2,5.933043e-3,0,0
9003,95015.00,0.011555,1.999866e-2,-1.999866e-2,2.738928e-2,-2.434086e-3,0,0
9004,95020.00,0.014349,1.999794e-2,-1.999794e-2,3.236544e-2,2.399426e-3,0,0
9005,95025.00,0.017141,1.999706e-2,-1.999706e-2,5.084024e-2,5.088285e-3,0,0
9006,95030.00,0.019934,1.999603e-2,-1.999603e-2,5.397284e-2,5.239632e-3,0,0
9007,95035.00,0.022728,1.999483e-2,-1.999483e-2,6.767428e-2,-1.268156e-3,0,0
9008,95040.00,0.025520,1.999349e-2,-1.999349e-2,-5.531397e-2,-5.702917e-3,1,-1
9009,95045.00,0.028315,1.999198e-2,-1.999198e-2,-4.037701e-2,-9.474322e-3,0,0
9010,95050.00,0.031107,1.999032e-2,-1.999032e-2,5.230627e-2,-8.121289e-3,0,0
9011,95055.00,0.033901,1.998851e-2,-1.998851e-2,3.285736e-3,7.918864e-3,0,0
9012,95060.00,0.036694,1.998654e-2,-1.998654e-2,-2.098277e-3,-7.387862e-3,0,0
9013,95065.00,0.039488,1.998441e-2,-1.998441e-2,5.159747e-3,-8.977789e-3,0,0
9014,95070.00,0.042280,1.998213e-2,-1.998213e-2,7.439900e-3,-4.450884e-3,0,0
9015,95075.00,0.045073,1.997969e-2,-1.997969e-2,7.480767e-3,9.621568e-4,0,0
9016,95080.00,0.047867,1.997709e-2,-1.997709e-2,2.506901e-2,2.430864e-3,0,0
9017,95085.00,0.050659,1.997434e-2,-1.997434e-2,8.325413e-3,-2.078112e-3,0,0
9018,95090.00,0.053453,1.997143e-2,-1.997143e-2,1.535749e-2,-6.823279e-4,1,-1
9019,95095.00,0.056246,1.996837e-2,-1.996837e-2,4.555292e-3,2.992988e-3,0,0
9020,95100.00,0.059040,1.996515e-2,-1.996515e-2,1.528938e-2,-6.517977e-3,0,0
9021,95105.00,0.061832,1.996178e-2,-1.996178e-2,2.246495e-2,-5.417313e-3,0,0
9022,95110.00,0.064625,1.995825e-2,-1.995825e-2,4.777306e-2,-4.747245e-3,0,0
9023,95115.00,0.067419,1.995456e-2,-1.995456e-2,4.906904e-2,-9.373385e-3,0,0
9024,95120.00,0.070211,1.995072e-2,-1.995072e-2,4.278297e-2,-3.173832e-3,0,0
9025,95125.00,0.073006,1.994672e-2,-1.994672e-2,2.765254e-2,-1.571420e-2,0,0
9026,95130.00,0.075798,1.994257e-2,-1.994257e-2,2.042566e-2,-3.103480e-3,0,0
9027,95135.00,0.078592,1.993826e-2,-1.993826e-2,1.753883e-2,-1.224577e-2,0,0
9028,95140.00,0.081385,1.993380e-2,-1.993380e-2,1.651877e-2,-1.241899e-2,1,-1
9029,95145.00,0.084179,1.992918e-2,-1.992918e-2,2.773672e-2,-2.004931e-2,0,0
9030,95150.00,0.086971,1.992441e-2,-1.992441e-2,3.409337e-2,-9.111721e-3,0,0
9031,95155.00,0.089764,1.991948e-2,-1.991948e-2,5.349161e-2,-8.572247e-3,0,0
9032,95160.00,0.092558,1.991439e-2,-1.991439e-2,5.184462e-2,-2.268821e-3,0,0
9033,95165.00,0.095350,1.990915e-2,-1.990915e-2,4.536953e-2,4.818276e-3,0,0
9034,95170.00,0.098145,1.990375e-2,-1.990375e-2,6.277981e-2,-9.765033e-3,0,0
9035,95175.00,0.100937,1.989820e-2,-1.989820e-2,5.730785e-2,-1.383606e-2,0,0
9036,95180.00,0.103731,1.989249e-2,-1.989249e-2,2.789745e-2,-3.961794e-3,0,0
