pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-3.126717e-3,-3.129785e-3,-8.771099e-3,-1.142960e-2,1.000000e-4,-3.068009e-2
