t_fs,step,phase,i_applied,v_cell,v_metal_a,v_metal_b,v_bulk_a,v_bulk_b
13600.000,2720,on,1.000000e-4,-2.363806e-3,-7.245751e-4,1.639231e-3,-4.520169e-3,7.293005e-4
13625.000,2725,on,1.000000e-4,-2.421941e-3,-7.118793e-4,1.710062e-3,-4.511899e-3,8.100872e-4
13650.000,2730,on,1.000000e-4,-2.519537e-3,-7.226875e-4,1.796849e-3,-4.479757e-3,5.385906e-4
13675.000,2735,on,1.000000e-4,-2.224798e-3,-7.228777e-4,1.501920e-3,-4.483200e-3,5.246902e-4
13700.000,2740,on,1.000000e-4,-2.311786e-3,-7.268895e-4,1.584896e-3,-4.476721e-3,6.272093e-4
13725.000,2745,on,1.000000e-4,-2.369462e-3,-7.167401e-4,1.652721e-3,-4.452988e-3,7.130548e-4
13750.000,2750,on,1.000000e-4,-2.291663e-3,-7.120294e-4,1.579633e-3,-4.458707e-3,6.095538e-4
13775.000,2755,on,1.000000e-4,-2.739275e-3,-7.164164e-4,2.022859e-3,-4.450375e-3,7.500136e-4
13800.000,2760,on,1.000000e-4,-2.708807e-3,-7.054884e-4,2.003318e-3,-4.420474e-3,1.200434e-3
13825.000,2765,on,1.000000e-4,-2.849760e-3,-7.066916e-4,2.143068e-3,-4.382209e-3,1.529676e-3
13850.000,2770,on,1.000000e-4,-2.881438e-3,-7.182789e-4,2.163159e-3,-4.397010e-3,1.508923e-3
13875.000,2775,on,1.000000e-4,-2.917560e-3,-7.196470e-4,2.197913e-3,-4.395293e-3,1.472121e-3
13900.000,2780,on,1.000000e-4,-2.862078e-3,-7.248463e-4,2.137232e-3,-4.378352e-3,1.504846e-3
13925.000,2785,on,1.000000e-4,-2.841435e-3,-7.282537e-4,2.113181e-3,-4.376698e-3,1.425478e-3
13950.000,2790,on,1.000000e-4,-2.794000e-3,-7.230637e-4,2.070937e-3,-4.374960e-3,1.317611e-3
13975.000,2795,on,1.000000e-4,-2.926279e-3,-7.450141e-4,2.181265e-3,-4.357880e-3,1.479312e-3
14000.000,2800,on,1.000000e-4,-2.979325e-3,-7.406168e-4,2.238708e-3,-4.334830e-3,1.307567e-3
14025.000,2805,on,1.000000e-4,-3.170182e-3,-7.427842e-4,2.427398e-3,-4.333762e-3,1.042003e-3
14050.000,2810,on,1.000000e-4,-2.887138e-3,-7.421991e-4,2.144939e-3,-4.322281e-3,1.476632e-3
14075.000,2815,on,1.000000e-4,-2.899012e-3,-7.436174e-4,2.155395e-3,-4.327262e-3,1.481851e-3
14100.000,2820,on,1.000000e-4,-2.766957e-3,-7.382075e-4,2.028749e-3,-4.313891e-3,1.139213e-3
14125.000,2825,on,1.000000e-4,-2.736665e-3,-7.428731e-4,1.993792e-3,-4.316128e-3,1.041097e-3
14150.000,2830,on,1.000000e-4,-2.696770e-3,-7.541061e-4,1.942664e-3,-4.337475e-3,9.473685e-4
14175.000,2835,on,1.000000e-4,-2.512685e-3,-7.527711e-4,1.759914e-3,-4.335458e-3,7.975048e-4
14200.000,2840,on,1.000000e-4,-2.520679e-3,-7.541173e-4,1.766562e-3,-4.330591e-3,7.919722e-4
14225.000,2845,on,1.000000e-4,-2.447373e-3,-7.518994e-4,1.695473e-3,-4.327709e-3,6.786808e-4
14250.000,2850,on,1.000000e-4,-2.457532e-3,-7.569909e-4,1.700541e-3,-4.340252e-3,6.869701e-4
14275.000,2855,on,1.000000e-4,-2.400009e-3,-7.704789e-4,1.629530e-3,-4.343893e-3,5.707244e-4
14300.000,2860,on,1.000000e-4,-2.615936e-3,-7.648247e-4,1.851112e-3,-4.338960e-3,8.642579e-4
14325.000,2865,on,1.000000e-4,-2.577325e-3,-7.812353e-4,1.796090e-3,-4.377775e-3,8.091649e-4
14350.000,2870,on,1.000000e-4,-2.481003e-3,-7.643168e-4,1.716687e-3,-4.357224e-3,6.869780e-4
14375.000,2875,on,1.000000e-4,-2.342410e-3,-7.744105e-4,1.567999e-3,-4.355609e-3,4.769647e-4
14400.000,2880,on,1.000000e-4,-2.491454e-3,-7.697895e-4,1.721665e-3,-4.352638e-3,6.791907e-4
14425.000,2885,on,1.000000e-4,-2.559850e-3,-7.665355e-4,1.793314e-3,-4.342135e-3,7.897656e-4
14450.000,2890,on,1.000000e-4,-2.637725e-3,-7.694172e-4,1.868308e-3,-4.339859e-3,8.392591e-4
14475.000,2895,on,1.000000e-4,-2.993206e-3,-7.734319e-4,2.219775e-3,-4.343397e-3,7.821363e-4
14500.000,2900,on,1.000000e-4,-2.932167e-3,-7.656054e-4,2.166562e-3,-4.320534e-3,1.361845e-3
14525.000,2905,on,1.000000e-4,-2.989901e-3,-7.633152e-4,2.226586e-3,-4.307696e-3,1.398419e-3
14550.000,2910,on,1.000000e-4,-3.064690e-3,-7.631674e-4,2.301523e-3,-4.289287e-3,1.224431e-3
14575.000,2915,on,1.000000e-4,-3.130724e-3,-7.620105e-4,2.368714e-3,-4.277986e-3,9.603757e-4
14600.000,2920,on,1.000000e-4,-3.200195e-3,-7.536778e-4,2.446517e-3,-4.252804e-3,1.475611e-3
14625.000,2925,on,1.000000e-4,-3.240977e-3,-7.583487e-4,2.482628e-3,-4.257819e-3,1.907849e-3
14650.000,2930,on,1.000000e-4,-3.230315e-3,-7.607807e-4,2.469534e-3,-4.251592e-3,1.842186e-3
14675.000,2935,on,1.000000e-4,-3.226235e-3,-7.568903e-4,2.469345e-3,-4.262582e-3,1.848044e-3
14700.000,2940,on,1.000000e-4,-3.240477e-3,-7.580930e-4,2.482384e-3,-4.257597e-3,1.887747e-3
14725.000,2945,on,1.000000e-4,-3.246134e-3,-7.719019e-4,2.474232e-3,-4.266588e-3,1.830462e-3
14750.000,2950,on,1.000000e-4,-3.251675e-3,-7.665667e-4,2.485108e-3,-4.286669e-3,1.892056e-3
14775.000,2955,on,1.000000e-4,-3.245718e-3,-7.585647e-4,2.487154e-3,-4.279102e-3,1.927463e-3
14800.000,2960,on,1.000000e-4,-3.245736e-3,-7.639019e-4,2.481835e-3,-4.295242e-3,1.881008e-3
14825.000,2965,on,1.000000e-4,-3.246002e-3,-7.697324e-4,2.476270e-3,-4.301386e-3,1.807691e-3
14850.000,2970,on,1.000000e-4,-3.247360e-3,-7.695546e-4,2.477805e-3,-4.308605e-3,1.859636e-3
14875.000,2975,on,1.000000e-4,-3.255991e-3,-7.706599e-4,2.485331e-3,-4.306340e-3,1.911485e-3
14900.000,2980,on,1.000000e-4,-3.235064e-3,-7.588710e-4,2.476193e-3,-4.305138e-3,1.857311e-3
14925.000,2985,on,1.000000e-4,-3.256897e-3,-7.754271e-4,2.481470e-3,-4.315826e-3,1.838164e-3
14950.000,2990,on,1.000000e-4,-3.451171e-3,-7.774394e-4,2.673731e-3,-4.323074e-3,1.409292e-3
14975.000,2995,on,1.000000e-4,-3.253829e-3,-7.757380e-4,2.478091e-3,-4.318402e-3,1.658736e-3
15000.000,3000,on,1.000000e-4,-3.256064e-3,-7.719468e-4,2.484117e-3,-4.313611e-3,1.754112e-3
15025.000,3005,on,1.000000e-4,-3.253983e-3,-7.758873e-4,2.478096e-3,-4.304150e-3,1.638139e-3
15050.000,3010,on,1.000000e-4,-3.240029e-3,-7.804823e-4,2.459546e-3,-4.294868e-3,1.482831e-3
15075.000,3015,on,1.000000e-4,-3.271149e-3,-7.821324e-4,2.489017e-3,-4.284738e-3,1.792213e-3
15100.000,3020,on,1.000000e-4,-3.281359e-3,-7.894363e-4,2.491923e-3,-4.285093e-3,1.818196e-3
15125.000,3025,on,1.000000e-4,-3.280478e-3,-7.818548e-4,2.498623e-3,-4.281921e-3,1.803856e-3
15150.000,3030,on,1.000000e-4,-3.275382e-3,-7.841192e-4,2.491263e-3,-4.274378e-3,1.806955e-3
15175.000,3035,on,1.000000e-4,-3.286006e-3,-7.874970e-4,2.498509e-3,-4.284678e-3,1.785643e-3
15200.000,3040,on,1.000000e-4,-3.274518e-3,-7.774665e-4,2.497051e-3,-4.275937e-3,1.816247e-3
15225.000,3045,on,1.000000e-4,-3.246671e-3,-7.673870e-4,2.479284e-3,-4.268720e-3,1.746503e-3
15250.000,3050,on,1.000000e-4,-3.238503e-3,-7.602302e-4,2.478273e-3,-4.281420e-3,1.696639e-3
15275.000,3055,on,1.000000e-4,-3.408631e-3,-7.826892e-4,2.625942e-3,-4.277871e-3,9.137151e-4
15300.000,3060,on,1.000000e-4,-3.133028e-3,-7.780534e-4,2.354974e-3,-4.278396e-3,8.132318e-4
15325.000,3065,on,1.000000e-4,-3.032165e-3,-7.827720e-4,2.249393e-3,-4.277735e-3,1.238659e-3
15350.000,3070,on,1.000000e-4,-2.998936e-3,-7.842832e-4,2.214653e-3,-4.272011e-3,1.232418e-3
15375.000,3075,on,1.000000e-4,-3.193079e-3,-7.977273e-4,2.395352e-3,-4.277182e-3,8.474291e-4
15400.000,3080,on,1.000000e-4,-2.976237e-3,-7.943859e-4,2.181851e-3,-4.268556e-3,1.143628e-3
15425.000,3085,on,1.000000e-4,-2.930891e-3,-7.967644e-4,2.134126e-3,-4.264627e-3,1.035378e-3
15450.000,3090,on,1.000000e-4,-2.913345e-3,-8.131251e-4,2.100220e-3,-4.266389e-3,9.030905e-4
15475.000,3095,on,1.000000e-4,-2.955764e-3,-8.079798e-4,2.147784e-3,-4.274780e-3,1.044064e-3
15500.000,3100,on,1.000000e-4,-3.040335e-3,-7.909255e-4,2.249410e-3,-4.285631e-3,1.207562e-3
15525.000,3105,on,1.000000e-4,-3.101780e-3,-8.070780e-4,2.294702e-3,-4.277708e-3,1.175450e-3
15550.000,3110,on,1.000000e-4,-3.036449e-3,-8.013839e-4,2.235065e-3,-4.277680e-3,1.225979e-3
15575.000,3115,on,1.000000e-4,-3.132188e-3,-8.047464e-4,2.327442e-3,-4.277318e-3,1.027640e-3
15600.000,3120,on,1.000000e-4,-3.076094e-3,-8.096866e-4,2.266408e-3,-4.291119e-3,1.210288e-3
15625.000,3125,on,1.000000e-4,-3.010527e-3,-8.101717e-4,2.200355e-3,-4.292930e-3,1.145339e-3
15650.000,3130,on,1.000000e-4,-2.762689e-3,-8.017800e-4,1.960909e-3,-4.298931e-3,6.360899e-4
15675.000,3135,on,1.000000e-4,-2.629886e-3,-8.029178e-4,1.826968e-3,-4.304402e-3,5.525235e-4
15700.000,3140,on,1.000000e-4,-2.648284e-3,-8.132385e-4,1.835045e-3,-4.303855e-3,5.397568e-4
15725.000,3145,on,1.000000e-4,-2.547906e-3,-7.991781e-4,1.748728e-3,-4.303307e-3,4.131047e-4
15750.000,3150,on,1.000000e-4,-2.558292e-3,-8.032328e-4,1.755059e-3,-4.302471e-3,4.080152e-4
15775.000,3155,on,1.000000e-4,-2.617692e-3,-8.017853e-4,1.815907e-3,-4.311483e-3,5.363518e-4
15800.000,3160,on,1.000000e-4,-2.684779e-3,-8.046565e-4,1.880122e-3,-4.298506e-3,5.629284e-4
15825.000,3165,on,1.000000e-4,-2.457843e-3,-7.948704e-4,1.662973e-3,-4.297283e-3,2.950465e-4
15850.000,3170,on,1.000000e-4,-2.500196e-3,-7.858872e-4,1.714309e-3,-4.301395e-3,3.922392e-4
15875.000,3175,on,1.000000e-4,-2.523172e-3,-7.949926e-4,1.728180e-3,-4.286773e-3,3.826862e-4
15900.000,3180,on,1.000000e-4,-2.644076e-3,-7.816660e-4,1.862410e-3,-4.291107e-3,5.275052e-4
15925.000,3185,on,1.000000e-4,-2.681799e-3,-7.989222e-4,1.882877e-3,-4.302006e-3,1.986419e-4
15950.000,3190,on,1.000000e-4,-2.363557e-3,-7.897377e-4,1.573820e-3,-4.304046e-3,1.764981e-4
15975.000,3195,on,1.000000e-4,-2.513770e-3,-7.780737e-4,1.735696e-3,-4.288582e-3,3.809044e-4
16000.000,3200,on,1.000000e-4,-2.590421e-3,-7.792427e-4,1.811178e-3,-4.284993e-3,4.724833e-4
16025.000,3205,on,1.000000e-4,-2.498801e-3,-7.718485e-4,1.726953e-3,-4.286972e-3,3.577612e-4
16050.000,3210,on,1.000000e-4,-2.443974e-3,-7.729150e-4,1.671059e-3,-4.281119e-3,2.477200e-4
16075.000,3215,on,1.000000e-4,-2.361529e-3,-7.778437e-4,1.583685e-3,-4.289335e-3,1.459262e-4
16100.000,3220,on,1.000000e-4,-2.512496e-3,-7.641838e-4,1.748313e-3,-4.293420e-3,3.619152e-4
16125.000,3225,on,1.000000e-4,-2.358399e-3,-7.678317e-4,1.590567e-3,-4.299731e-3,1.513072e-4
16150.000,3230,on,1.000000e-4,-2.385010e-3,-7.658653e-4,1.619145e-3,-4.309735e-3,6.117569e-5
16175.000,3235,on,1.000000e-4,-2.429111e-3,-7.575104e-4,1.671600e-3,-4.299268e-3,2.383617e-4
16200.000,3240,on,1.000000e-4,-3.010722e-3,-7.656354e-4,2.245087e-3,-4.278722e-3,1.344626e-4
16225.000,3245,on,1.000000e-4,-2.596194e-3,-7.674249e-4,1.828769e-3,-4.291962e-3,4.545246e-4
16250.000,3250,on,1.000000e-4,-2.650590e-3,-7.592395e-4,1.891351e-3,-4.302296e-3,4.849049e-4
16275.000,3255,on,1.000000e-4,-2.870072e-3,-7.608127e-4,2.109259e-3,-4.297180e-3,7.612356e-4
16300.000,3260,on,1.000000e-4,-2.975123e-3,-7.538608e-4,2.221262e-3,-4.287461e-3,1.058917e-3
16325.000,3265,on,1.000000e-4,-3.005606e-3,-7.546897e-4,2.250916e-3,-4.290603e-3,1.038674e-3
16350.000,3270,on,1.000000e-4,-2.999353e-3,-7.489203e-4,2.250433e-3,-4.289273e-3,1.031563e-3
16375.000,3275,on,1.000000e-4,-3.011416e-3,-7.441564e-4,2.267260e-3,-4.293117e-3,1.013847e-3
16400.000,3280,on,1.000000e-4,-2.924435e-3,-7.533478e-4,2.171087e-3,-4.312149e-3,9.707095e-4
16425.000,3285,on,1.000000e-4,-2.900637e-3,-7.286342e-4,2.172003e-3,-4.282508e-3,9.752865e-4
16450.000,3290,on,1.000000e-4,-2.871490e-3,-7.435867e-4,2.127904e-3,-4.309140e-3,8.458401e-4
16475.000,3295,on,1.000000e-4,-2.961213e-3,-7.547432e-4,2.206469e-3,-4.295066e-3,1.018911e-3
16500.000,3300,on,1.000000e-4,-3.034202e-3,-7.431732e-4,2.291029e-3,-4.300065e-3,8.142926e-4
16525.000,3305,on,1.000000e-4,-3.000021e-3,-7.381301e-4,2.261891e-3,-4.300995e-3,9.638433e-4
16550.000,3310,on,1.000000e-4,-2.931343e-3,-7.357510e-4,2.195592e-3,-4.318720e-3,9.943363e-4
16575.000,3315,on,1.000000e-4,-2.839100e-3,-7.591894e-4,2.079910e-3,-4.294857e-3,7.039452e-4
16600.000,3320,on,1.000000e-4,-2.766577e-3,-7.399233e-4,2.026654e-3,-4.295775e-3,5.323461e-4
16625.000,3325,on,1.000000e-4,-2.891057e-3,-7.421816e-4,2.148876e-3,-4.275474e-3,9.317743e-4
16650.000,3330,on,1.000000e-4,-3.173374e-3,-7.307443e-4,2.442630e-3,-4.258433e-3,5.850999e-4
16675.000,3335,on,1.000000e-4,-3.030105e-3,-7.320658e-4,2.298039e-3,-4.272107e-3,6.722387e-4
16700.000,3340,on,1.000000e-4,-3.031431e-3,-7.254333e-4,2.305998e-3,-4.280105e-3,6.645583e-4
16725.000,3345,on,1.000000e-4,-3.084088e-3,-7.356773e-4,2.348411e-3,-4.285135e-3,4.891177e-4
16750.000,3350,on,1.000000e-4,-3.159478e-3,-7.330881e-4,2.426390e-3,-4.279866e-3,9.009359e-4
16775.000,3355,on,1.000000e-4,-3.193910e-3,-7.279752e-4,2.465935e-3,-4.270548e-3,1.376028e-3
16800.000,3360,on,1.000000e-4,-3.188176e-3,-7.268793e-4,2.461296e-3,-4.294667e-3,1.424872e-3
16825.000,3365,on,1.000000e-4,-3.174103e-3,-7.229598e-4,2.451143e-3,-4.265995e-3,1.408707e-3
16850.000,3370,on,1.000000e-4,-3.157479e-3,-7.157791e-4,2.441700e-3,-4.265417e-3,1.345005e-3
16875.000,3375,on,1.000000e-4,-3.166000e-3,-7.148845e-4,2.451116e-3,-4.265384e-3,1.384994e-3
16900.000,3380,on,1.000000e-4,-3.156200e-3,-7.018181e-4,2.454382e-3,-4.261045e-3,1.401142e-3
16925.000,3385,on,1.000000e-4,-3.162287e-3,-7.108547e-4,2.451432e-3,-4.261363e-3,1.416564e-3
16950.000,3390,on,1.000000e-4,-3.139470e-3,-7.028962e-4,2.436573e-3,-4.246819e-3,1.404689e-3
16975.000,3395,on,1.000000e-4,-3.148664e-3,-7.144446e-4,2.434220e-3,-4.252161e-3,1.349148e-3
17000.000,3400,on,1.000000e-4,-3.151239e-3,-7.127543e-4,2.438484e-3,-4.258757e-3,1.345186e-3
17025.000,3405,on,1.000000e-4,-3.139337e-3,-7.134323e-4,2.425905e-3,-4.240795e-3,1.392639e-3
17050.000,3410,on,1.000000e-4,-3.151954e-3,-7.070897e-4,2.444865e-3,-4.251426e-3,1.373657e-3
17075.000,3415,on,1.000000e-4,-3.135465e-3,-7.012812e-4,2.434184e-3,-4.264590e-3,1.410067e-3
17100.000,3420,on,1.000000e-4,-3.131739e-3,-7.037150e-4,2.428024e-3,-4.266624e-3,1.364299e-3
17125.000,3425,on,1.000000e-4,-3.133007e-3,-7.019761e-4,2.431031e-3,-4.264123e-3,1.371470e-3
17150.000,3430,on,1.000000e-4,-3.134515e-3,-6.973291e-4,2.437186e-3,-4.242574e-3,1.380541e-3
17175.000,3435,on,1.000000e-4,-3.117530e-3,-6.998514e-4,2.417679e-3,-4.262895e-3,1.222750e-3
17200.000,3440,on,1.000000e-4,-3.117567e-3,-7.073747e-4,2.410193e-3,-4.250220e-3,1.215907e-3
17225.000,3445,on,1.000000e-4,-3.147713e-3,-7.200702e-4,2.427643e-3,-4.272371e-3,1.314615e-3
17250.000,3450,on,1.000000e-4,-3.149794e-3,-7.143706e-4,2.435424e-3,-4.257956e-3,1.373536e-3
17275.000,3455,on,1.000000e-4,-3.139237e-3,-7.066306e-4,2.432607e-3,-4.262653e-3,1.361818e-3
17300.000,3460,on,1.000000e-4,-3.125576e-3,-7.111391e-4,2.414437e-3,-4.267579e-3,1.211802e-3
17325.000,3465,on,1.000000e-4,-3.335654e-3,-7.259582e-4,2.609696e-3,-4.247959e-3,9.208955e-4
17350.000,3470,on,1.000000e-4,-3.136677e-3,-7.199722e-4,2.416705e-3,-4.248882e-3,1.191196e-3
17375.000,3475,on,1.000000e-4,-3.126552e-3,-7.015746e-4,2.424977e-3,-4.241275e-3,1.326215e-3
17400.000,3480,on,1.000000e-4,-3.152056e-3,-7.088729e-4,2.443183e-3,-4.257299e-3,1.348812e-3
17425.000,3485,on,1.000000e-4,-3.367678e-3,-7.264634e-4,2.641215e-3,-4.244878e-3,9.897409e-4
17450.000,3490,on,1.000000e-4,-2.925599e-3,-7.054886e-4,2.220110e-3,-4.233824e-3,-2.233204e-3
17475.000,3495,on,1.000000e-4,-2.908765e-3,-6.889111e-4,2.219854e-3,-4.234128e-3,-2.254143e-3
17500.000,3500,on,1.000000e-4,-3.148683e-3,-7.094371e-4,2.439246e-3,-4.241077e-3,1.294012e-3
17525.000,3505,on,1.000000e-4,-3.126550e-3,-7.082704e-4,2.418280e-3,-4.243535e-3,1.286067e-3
17550.000,3510,on,1.000000e-4,-3.144357e-3,-7.280487e-4,2.416309e-3,-4.283976e-3,1.311427e-3
17575.000,3515,on,1.000000e-4,-3.155958e-3,-7.208422e-4,2.435116e-3,-4.286084e-3,1.349181e-3
17600.000,3520,on,1.000000e-4,-3.155193e-3,-7.192693e-4,2.435923e-3,-4.283343e-3,1.342561e-3
17625.000,3525,on,1.000000e-4,-3.155905e-3,-7.373452e-4,2.418560e-3,-4.274991e-3,1.309107e-3
17650.000,3530,on,1.000000e-4,-3.153789e-3,-7.385107e-4,2.415278e-3,-4.300158e-3,1.272501e-3
17675.000,3535,on,1.000000e-4,-3.164485e-3,-7.421065e-4,2.422378e-3,-4.280386e-3,1.330981e-3
17700.000,3540,on,1.000000e-4,-3.347471e-3,-7.310736e-4,2.616397e-3,-4.285129e-3,9.712816e-4
17725.000,3545,on,1.000000e-4,-3.147574e-3,-7.276530e-4,2.419921e-3,-4.273576e-3,1.340986e-3
17750.000,3550,on,1.000000e-4,-3.127665e-3,-7.244797e-4,2.403186e-3,-4.262450e-3,1.305429e-3
17775.000,3555,on,1.000000e-4,-3.136106e-3,-7.360619e-4,2.400044e-3,-4.305278e-3,1.290589e-3
17800.000,3560,on,1.000000e-4,-3.113532e-3,-7.302045e-4,2.383328e-3,-4.301605e-3,1.068034e-3
17825.000,3565,on,1.000000e-4,-3.115482e-3,-7.408500e-4,2.374632e-3,-4.309303e-3,9.897721e-4
17850.000,3570,on,1.000000e-4,-3.126975e-3,-7.348839e-4,2.392091e-3,-4.303908e-3,1.298187e-3
17875.000,3575,on,1.000000e-4,-3.137141e-3,-7.377996e-4,2.399342e-3,-4.293641e-3,1.276668e-3
17900.000,3580,on,1.000000e-4,-3.135525e-3,-7.324236e-4,2.403101e-3,-4.266939e-3,1.328039e-3
17925.000,3585,on,1.000000e-4,-3.314006e-3,-7.330635e-4,2.580943e-3,-4.286624e-3,8.935918e-4
17950.000,3590,on,1.000000e-4,-3.076972e-3,-7.314036e-4,2.345569e-3,-4.287559e-3,9.825616e-4
17975.000,3595,on,1.000000e-4,-3.003603e-3,-7.346326e-4,2.268970e-3,-4.278408e-3,4.091357e-4
18000.000,3600,on,1.000000e-4,-2.886620e-3,-7.476811e-4,2.138939e-3,-4.288353e-3,8.378015e-4
18025.000,3605,on,1.000000e-4,-2.855323e-3,-7.491517e-4,2.106171e-3,-4.289010e-3,8.374400e-4
18050.000,3610,on,1.000000e-4,-2.821676e-3,-7.517811e-4,2.069895e-3,-4.296801e-3,7.773887e-4
18075.000,3615,on,1.000000e-4,-2.890813e-3,-7.610481e-4,2.129765e-3,-4.291643e-3,8.199544e-4
18100.000,3620,on,1.000000e-4,-2.810773e-3,-7.515895e-4,2.059183e-3,-4.288798e-3,7.576791e-4
18125.000,3625,on,1.000000e-4,-2.961212e-3,-7.584104e-4,2.202802e-3,-4.279905e-3,3.297581e-4
18150.000,3630,on,1.000000e-4,-2.764973e-3,-7.518807e-4,2.013093e-3,-4.258405e-3,6.097942e-4
18175.000,3635,on,1.000000e-4,-2.627448e-3,-7.575540e-4,1.869894e-3,-4.261910e-3,2.768500e-4
18200.000,3640,on,1.000000e-4,-2.451719e-3,-7.641101e-4,1.687609e-3,-4.260421e-3,2.013905e-4
18225.000,3645,on,1.000000e-4,-2.449436e-3,-7.716831e-4,1.677753e-3,-4.269158e-3,1.942062e-4
18250.000,3650,on,1.000000e-4,-2.377966e-3,-7.628136e-4,1.615153e-3,-4.249565e-3,9.825441e-5
18275.000,3655,on,1.000000e-4,-2.359712e-3,-7.569210e-4,1.602791e-3,-4.238928e-3,8.965583e-5
18300.000,3660,on,1.000000e-4,-2.507185e-3,-7.584171e-4,1.748768e-3,-4.234778e-3,2.212786e-4
18325.000,3665,on,1.000000e-4,-2.431155e-3,-7.575720e-4,1.673583e-3,-4.234334e-3,1.711593e-4
18350.000,3670,on,1.000000e-4,-2.349122e-3,-7.471803e-4,1.601942e-3,-4.228191e-3,6.096512e-5
18375.000,3675,on,1.000000e-4,-2.421409e-3,-7.502544e-4,1.671155e-3,-4.220612e-3,1.369646e-4
18400.000,3680,on,1.000000e-4,-2.272612e-3,-7.482517e-4,1.524360e-3,-4.221674e-3,-4.928788e-5
18425.000,3685,on,1.000000e-4,-2.283262e-3,-7.581816e-4,1.525081e-3,-4.212856e-3,-5.647427e-5
18450.000,3690,on,1.000000e-4,-2.210354e-3,-7.647097e-4,1.445645e-3,-4.218014e-3,-1.733932e-4
18475.000,3695,on,1.000000e-4,-2.418320e-3,-7.532699e-4,1.665050e-3,-4.208556e-3,1.426264e-4
18500.000,3700,on,1.000000e-4,-2.494995e-3,-7.623514e-4,1.732644e-3,-4.227051e-3,1.970540e-4
18525.000,3705,on,1.000000e-4,-2.542211e-3,-7.548245e-4,1.787387e-3,-4.218880e-3,2.103000e-4
18550.000,3710,on,1.000000e-4,-2.366734e-3,-7.675469e-4,1.599187e-3,-4.229683e-3,4.225239e-5
18575.000,3715,on,1.000000e-4,-2.432133e-3,-7.775104e-4,1.654623e-3,-4.247745e-3,1.365236e-4
18600.000,3720,on,1.000000e-4,-2.504837e-3,-7.816787e-4,1.723158e-3,-4.244371e-3,1.861848e-4
18625.000,3725,on,1.000000e-4,-2.683892e-3,-7.901062e-4,1.893786e-3,-4.237707e-3,2.650045e-4
18650.000,3730,on,1.000000e-4,-2.818690e-3,-7.665213e-4,2.052169e-3,-4.253212e-3,7.296480e-4
18675.000,3735,on,1.000000e-4,-2.891193e-3,-7.704929e-4,2.120700e-3,-4.253870e-3,6.927483e-4
18700.000,3740,on,1.000000e-4,-2.832620e-3,-7.786014e-4,2.054019e-3,-4.260858e-3,7.227251e-4
18725.000,3745,on,1.000000e-4,-2.829537e-3,-7.800836e-4,2.049454e-3,-4.245060e-3,7.177677e-4
18750.000,3750,on,1.000000e-4,-2.862200e-3,-7.763089e-4,2.085891e-3,-4.245117e-3,7.143464e-4
18775.000,3755,on,1.000000e-4,-2.806846e-3,-7.879968e-4,2.018849e-3,-4.242566e-3,6.689945e-4
18800.000,3760,on,1.000000e-4,-2.754524e-3,-7.811952e-4,1.973329e-3,-4.254146e-3,5.234740e-4
18825.000,3765,on,1.000000e-4,-2.780125e-3,-7.733566e-4,2.006768e-3,-4.247671e-3,6.571448e-4
18850.000,3770,on,1.000000e-4,-2.919083e-3,-7.806832e-4,2.138400e-3,-4.242208e-3,5.700685e-4
18875.000,3775,on,1.000000e-4,-2.899279e-3,-7.702833e-4,2.128996e-3,-4.235681e-3,5.704877e-4
18900.000,3780,on,1.000000e-4,-2.846807e-3,-7.799130e-4,2.066894e-3,-4.234996e-3,7.249383e-4
18925.000,3785,on,1.000000e-4,-2.800423e-3,-7.710349e-4,2.029388e-3,-4.217072e-3,7.179150e-4
18950.000,3790,on,1.000000e-4,-2.859530e-3,-7.693375e-4,2.090192e-3,-4.195171e-3,6.968479e-4
18975.000,3795,on,1.000000e-4,-2.855129e-3,-7.681718e-4,2.086957e-3,-4.188305e-3,6.907716e-4
19000.000,3800,on,1.000000e-4,-2.891308e-3,-7.562714e-4,2.135037e-3,-4.182890e-3,4.731220e-4
19025.000,3805,on,1.000000e-4,-2.811209e-3,-7.560397e-4,2.055169e-3,-4.181736e-3,7.548160e-4
19050.000,3810,on,1.000000e-4,-2.816531e-3,-7.484996e-4,2.068032e-3,-4.183399e-3,7.215372e-4
19075.000,3815,on,1.000000e-4,-2.647399e-3,-7.567713e-4,1.890628e-3,-4.187823e-3,4.433914e-4
19100.000,3820,on,1.000000e-4,-2.595503e-3,-7.524507e-4,1.843052e-3,-4.174044e-3,3.072297e-4
19125.000,3825,on,1.000000e-4,-2.491743e-3,-7.569535e-4,1.734789e-3,-4.163972e-3,2.437800e-4
19150.000,3830,on,1.000000e-4,-2.357853e-3,-7.607029e-4,1.597150e-3,-4.164876e-3,1.732409e-4
19175.000,3835,on,1.000000e-4,-2.340065e-3,-7.514534e-4,1.588611e-3,-4.152005e-3,1.838104e-4
19200.000,3840,on,1.000000e-4,-2.274931e-3,-7.567309e-4,1.518200e-3,-4.140790e-3,7.191909e-5
19225.000,3845,on,1.000000e-4,-2.269593e-3,-7.600005e-4,1.509593e-3,-4.147970e-3,6.789223e-5
19250.000,3850,on,1.000000e-4,-2.345767e-3,-7.625571e-4,1.583210e-3,-4.127044e-3,1.551976e-4
19275.000,3855,on,1.000000e-4,-2.334074e-3,-7.469016e-4,1.587173e-3,-4.141294e-3,1.621076e-4
