frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
107,535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,0.996750,0.996210,0.994577,0.995130,0.995602,0,0,0,0,0,1616,1617,1614,1618,1589
307,1535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.988630,1.005131,1.001111,0.999444,4,-20,20,8,5,1531,1529,1524,1571,1567
507,2535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,0.999457,0.980381,1.016216,1.000000,0.999456,0,-20,20,0,-1,1612,1605,1620,1617,1607
707,3535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.970370,1.026092,0.999433,1.000000,0,-20,20,0,0,1539,1525,1533,1535,1585
907,4535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000543,0.962801,1.038441,1.000000,1.000000,-1,-20,22,1,-1,1611,1598,1617,1618,1583
1107,5535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.951512,1.048260,1.000000,1.000000,0,-20,20,0,0,1594,1523,1552,1548,1528
1307,6535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,0.999426,0.946218,1.061180,1.000000,1.001088,0,-20,23,0,-1,1511,1555,1617,1617,1609
1507,7535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.938522,1.070368,1.000000,1.000544,0,-20,20,0,-1,1583,1543,1589,1606,1608
1707,8535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,0.999457,0.931226,1.083153,1.000000,1.000000,-2,-20,21,0,-1,1611,1573,1622,1617,1610
1907,9535,OP,CC,CC,OP,OP,1.000000,-0.020000,0.020000,1.000000,1.000000,1.000000,0.925244,1.090759,1.000000,1.000000,0,-20,20,-1,0,1588,1509,1588,1537,1565
2107,10535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.000000,0.919798,1.100809,1.000548,1.000000,0,-18,18,0,-1,1611,1553,1625,1594,1605
2307,11535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.005373,0.990638,1.006764,0.991096,1.005540,10,124,-168,-20,10,1445,1479,1544,1567,1575
2507,12535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.011419,1.000000,1.000540,0.982590,1.010326,10,19,-18,-20,10,1609,1553,1620,1608,1610
2707,13535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.016384,1.000000,1.000543,0.974891,1.015778,10,0,-3,-20,10,1540,1519,1613,1602,1608
2907,14535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.021488,1.000000,0.999448,0.966499,1.021382,10,0,0,-20,11,1585,1485,1581,1561,1594
3107,15535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.027189,1.000000,1.000000,0.957237,1.027189,10,0,0,-20,10,1609,1553,1614,1594,1609
3307,16535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.032841,1.000567,1.000000,0.950473,1.031077,11,-1,0,-20,10,1597,1534,1600,1567,1572
3507,17535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.040283,1.000000,1.000000,0.940982,1.037281,12,-1,0,-20,10,1607,1541,1624,1583,1594
3707,18535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.044142,1.000562,1.000000,0.935190,1.042530,9,0,0,-19,10,1605,1549,1612,1529,1604
3907,19535,CC,OP,OP,CC,CC,0.010000,1.000000,1.000000,-0.020000,0.010000,1.051143,1.000000,1.000000,0.931677,1.048449,11,-1,0,-20,10,1608,1548,1613,1541,1607
4107,20535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.056161,1.000000,1.000000,0.922515,1.053493,10,-1,0,-20,9,1604,1549,1622,1551,1602
4307,21535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.005978,1.000000,1.011937,0.917187,1.007250,-93,0,22,-20,-90,1610,1549,1613,1533,1563
4507,22535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,1.000000,1.024798,0.911048,1.000545,-11,0,24,-20,-13,1596,1543,1625,1535,1605
4707,23535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000544,1.000000,1.034973,0.907331,1.000547,0,0,20,-20,-3,1609,1549,1600,1475,1597
4907,24535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,0.999417,1.045655,0.907289,1.001102,-2,0,21,-20,-1,1603,1486,1588,1485,1585
5107,25535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,1.000562,1.057775,0.908877,1.000551,-1,0,20,-20,-2,1601,1548,1622,1471,1585
5307,26535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,1.000565,1.069264,0.902323,1.000000,0,0,21,-20,-1,1601,1540,1618,1449,1599
5507,27535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,0.999432,1.080671,0.899579,1.001097,0,0,21,-20,-2,1592,1531,1617,1433,1593
5707,28535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000000,1.000617,1.079009,0.898530,0.998786,0,0,21,-20,-2,1545,1392,1466,1199,1417
5907,29535,OP,OP,CC,CC,OP,1.000000,1.000000,0.020000,-0.020000,1.000000,1.000550,1.000000,1.100595,0.894638,0.999426,0,0,23,-20,-1,1587,1541,1619,1374,1511
6107,30535,CC,CC,OP,OP,CC,0.010000,-0.020000,1.000000,1.000000,0.010000,1.000546,1.000000,1.107278,0.894569,0.998840,0,0,19,-18,0,1601,1548,1625,1335,1494
6307,31535,CC,CC,OP,OP,CC,0.010000,-0.020000,1.000000,1.000000,0.010000,1.006118,0.989399,1.004489,0.990378,1.006877,11,-20,-186,163,9,1568,1468,1552,1329,1515
6507,32535,CC,CC,OP,OP,CC,0.010000,-0.020000,1.000000,1.000000,0.010000,1.008078,0.977535,0.998338,0.996181,1.011264,9,-20,-10,21,11,1503,1506,1575,1341,1368
6707,33535,CC,CC,OP,OP,CC,0.010000,-0.020000,1.000000,1.000000,0.010000,1.016598,0.969584,0.998272,0.998003,1.011628,11,-20,-3,5,9,1457,1381,1506,1272,1404
6907,34535,CC,CC,OP,OP,CC,0.010000,-0.020000,1.000000,1.000000,0.010000,1.022146,0.960396,0.997210,0.999346,1.021537,10,-20,0,4,10,1531,1487,1562,1299,1488
