frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
206,1030,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,0.997582,0.997339,0.996904,0.993598,0.996238,0,0,0,0,0,1424,1273,1385,1332,1365
406,2030,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,0.997748,0.965138,1.024523,0.997740,1.002804,3,-80,80,9,6,658,860,871,655,840
606,3030,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,1.000000,0.923599,1.084112,1.000000,1.000550,1,-80,83,0,1,1514,1537,1589,1569,1589
806,4030,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,1.000000,0.892298,1.126612,0.998793,1.000606,0,-80,86,0,0,1284,1367,1476,1427,1421
1006,5030,OP,CC,CC,OP,OP,1.000000,-0.080000,0.080000,1.000000,1.000000,0.999454,0.854525,1.174176,1.000000,1.000000,0,-79,88,0,0,1601,1516,1590,1555,1605
1206,6030,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.000000,0.826659,1.216026,1.000000,1.000000,0,-76,85,0,-1,1611,1518,1617,1619,1615
1406,7030,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.021150,0.985940,1.020065,0.963547,1.020574,39,269,-360,-78,39,1614,1477,1614,1608,1617
1606,8030,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.042646,0.999421,1.003243,0.925946,1.043337,41,23,-37,-81,42,1599,1497,1620,1593,1616
1806,9030,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.066775,1.000000,1.000538,0.883850,1.066667,43,2,-4,-80,44,1612,1505,1627,1578,1615
2006,10030,CC,OP,OP,CC,CC,0.040000,1.000000,1.000000,-0.080000,0.040000,1.091553,0.999412,1.001088,0.847091,1.089334,45,1,-1,-80,43,1605,1472,1609,1575,1617
2206,11030,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,1.116178,1.000000,1.001082,0.813137,1.106946,47,0,-1,-80,42,1612,1507,1619,1536,1584
2406,12030,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,1.008700,1.000575,1.051268,0.780057,1.013029,-201,0,92,-80,-185,1609,1508,1623,1525,1612
2606,13030,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,1.003264,1.000000,1.094463,0.753810,1.001669,-14,0,86,-80,-27,1608,1507,1612,1476,1568
2806,14030,OP,OP,CC,CC,OP,1.000000,1.000000,0.080000,-0.080000,1.000000,0.997500,1.000627,1.123843,0.742000,0.992293,-6,0,91,-79,-3,1370,1365,1498,1270,1327
