pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-2.899783e-3,-2.890538e-3,-4.779201e-2,-3.868866e-2,1.000000e-3,9.245006e-3
