t_fs,step,phase,i_applied,v_cell
0.000,0,pre_hold,0.000000e0,-3.142945e-3
10.000,2,pre_hold,0.000000e0,-3.235845e-3
20.000,4,pre_hold,0.000000e0,-3.219365e-3
30.000,6,pre_hold,0.000000e0,-3.338466e-3
40.000,8,pre_hold,0.000000e0,-3.222208e-3
50.000,10,pre_hold,0.000000e0,-3.226920e-3
60.000,12,pre_hold,0.000000e0,-3.223307e-3
70.000,14,pre_hold,0.000000e0,-3.239011e-3
80.000,16,pre_hold,0.000000e0,-3.224318e-3
90.000,18,pre_hold,0.000000e0,-3.106278e-3
100.000,20,pre_hold,0.000000e0,-3.139351e-3
110.000,22,pre_hold,0.000000e0,-3.279543e-3
120.000,24,pre_hold,0.000000e0,-3.445852e-3
130.000,26,pre_hold,0.000000e0,-3.548131e-3
140.000,28,pre_hold,0.000000e0,-3.350221e-3
150.000,30,pre_hold,0.000000e0,-3.221724e-3
160.000,32,pre_hold,0.000000e0,-3.351722e-3
170.000,34,pre_hold,0.000000e0,-3.112020e-3
180.000,36,pre_hold,0.000000e0,-3.081343e-3
190.000,38,pre_hold,0.000000e0,-3.457738e-3
200.000,40,pre_hold,0.000000e0,-3.675196e-3
210.000,42,pre_hold,0.000000e0,-3.402928e-3
220.000,44,pre_hold,0.000000e0,-3.251034e-3
230.000,46,pre_hold,0.000000e0,-3.246244e-3
240.000,48,pre_hold,0.000000e0,-3.543082e-3
250.000,50,pre_hold,0.000000e0,-3.260205e-3
260.000,52,pre_hold,0.000000e0,-3.238492e-3
270.000,54,pre_hold,0.000000e0,-3.239785e-3
280.000,56,pre_hold,0.000000e0,-3.255166e-3
290.000,58,pre_hold,0.000000e0,-3.088787e-3
300.000,60,pre_hold,0.000000e0,-3.248163e-3
310.000,62,pre_hold,0.000000e0,-3.244960e-3
320.000,64,pre_hold,0.000000e0,-3.254401e-3
330.000,66,pre_hold,0.000000e0,-3.132494e-3
340.000,68,pre_hold,0.000000e0,-3.262761e-3
350.000,70,pre_hold,0.000000e0,-3.247276e-3
360.000,72,pre_hold,0.000000e0,-3.121871e-3
370.000,74,pre_hold,0.000000e0,-3.122279e-3
380.000,76,pre_hold,0.000000e0,-3.472461e-3
390.000,78,pre_hold,0.000000e0,-3.559262e-3
400.000,80,pre_hold,0.000000e0,-3.411920e-3
410.000,82,pre_hold,0.000000e0,-3.260424e-3
420.000,84,pre_hold,0.000000e0,-3.251985e-3
430.000,86,pre_hold,0.000000e0,-3.133792e-3
