frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
72,360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998754,0.995752,0.996819,0.997804,0.997598,0,0,0,0,0,1375,1418,1342,1136,1435
272,1360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998718,0.978824,1.015901,1.000591,1.000625,2,-40,41,4,5,1330,1470,1468,1461,1370
472,2360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.962254,1.040087,1.000543,1.000000,1,-40,40,0,-1,1598,1598,1616,1612,1571
672,3360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.941972,1.058961,1.000000,1.000000,0,-40,41,0,-1,1368,1545,1483,1440,1366
872,4360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000543,0.921547,1.084507,1.000000,1.000000,0,-40,41,0,-1,1612,1580,1616,1614,1612
1072,5360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000691,0.904656,1.097981,0.999420,1.000574,0,-39,41,0,-1,1217,1123,1454,1495,1511
1272,6360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.889655,1.127424,1.000000,1.000000,-1,-41,47,0,1,1572,1510,1575,1611,1606
1472,7360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.877746,1.154013,1.000000,1.000000,0,-40,43,0,0,1611,1545,1614,1610,1612
1672,8360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.864649,1.176823,1.000544,0.999457,0,-40,45,0,-1,1612,1521,1608,1607,1611
1872,9360,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000598,0.855734,1.190986,1.000000,1.000586,0,-39,41,0,1,1443,1392,1545,1493,1476
2072,10360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,0.999454,0.854415,1.210043,1.000000,1.000559,1,-37,38,0,0,1600,1446,1622,1605,1559
2272,11360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.010050,0.988422,1.015701,0.981481,1.010858,20,221,-352,-40,20,1561,1411,1617,1606,1612
2472,12360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.021716,0.996454,1.001610,0.965517,1.021230,21,23,-35,-40,20,1612,1462,1633,1597,1607
2672,13360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.033641,0.998821,1.000539,0.945455,1.032573,21,9,-2,-40,20,1613,1467,1626,1585,1612
2872,14360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.044085,1.000000,1.001143,0.926531,1.037982,20,0,0,-40,20,1562,1391,1520,1485,1534
3072,15360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.053993,1.002088,0.998863,0.906590,1.050390,21,2,0,-40,22,1548,1207,1529,1515,1437
3272,16360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.069349,1.004198,0.997070,0.886266,1.057045,23,-5,2,-40,23,938,961,1135,1168,1225
3472,17360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.068431,1.005602,0.997255,0.892446,1.061808,20,-1,-2,-40,23,866,841,863,551,854
3672,18360,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.077720,1.000810,1.000000,0.871540,1.084302,22,-1,1,-40,24,1121,1005,1213,1179,1146
