frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
39,195,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.995277,0.988055,0.987797,0.989130,0.987101,0,0,0,0,0,1252,1528,1327,1334,1243
239,1195,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998919,0.974470,1.009841,0.998316,0.998896,11,-40,40,16,24,1621,1611,1599,1551,1582
439,2195,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.999457,0.954842,1.028063,1.000541,1.000000,1,-40,40,0,2,1611,1608,1623,1617,1630
639,3195,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.939044,1.049866,1.000000,1.000000,1,-40,41,-1,-1,1619,1591,1635,1625,1595
839,4195,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.932983,1.069877,1.000567,1.000571,0,-40,42,0,0,1278,1292,1473,1534,1520
1039,5195,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.000000,0.923793,1.089147,0.998886,1.000000,0,-37,42,0,-1,1602,1489,1576,1565,1631
1239,6195,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.010852,0.988235,1.008644,0.980498,1.010759,20,125,-157,-40,20,1613,1555,1621,1616,1629
1439,7195,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.021775,0.998309,1.001072,0.965104,1.021505,20,20,-14,-40,20,1607,1544,1635,1604,1630
1639,8195,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.029597,0.999390,1.000574,0.949686,1.028393,21,3,-3,-40,21,1358,1410,1513,1519,1531
1839,9195,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.040398,0.998854,1.000000,0.933742,1.044181,21,0,-1,-40,21,1577,1515,1619,1566,1626
2039,10195,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.050351,0.999417,1.000000,0.919738,1.053043,20,-1,0,-40,21,1478,1484,1519,1452,1561
2239,11195,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.003191,1.000000,1.022138,0.902864,1.004322,-90,0,42,-40,-96,1337,1534,1622,1551,1621
2439,12195,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.002731,0.998849,1.040884,0.893285,1.000000,-2,-1,42,-40,-12,1601,1507,1580,1438,1542
2639,13195,OP,OP,CC,CC,OP,1.000000,1.000000,0.040000,-0.040000,1.000000,1.000570,0.999409,1.063088,0.886284,1.001103,-5,0,40,-40,-3,1524,1463,1577,1476,1584
