frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
201,1005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,0.987749,0.990672,0.988659,0.990845,0.987492,0,0,0,0,0,1076,1378,1269,1190,1289
401,2005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,0.995442,0.983645,0.998299,0.982394,1.000000,13,-20,13,-20,14,1525,1482,1534,1474,1508
601,3005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.003263,0.975583,1.007650,0.971892,1.006476,13,-20,16,-20,11,1609,1613,1600,1620,1623
801,4005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.009320,0.966591,1.013565,0.966205,1.014115,14,-20,12,-20,14,1594,1536,1613,1575,1612
1001,5005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.011292,0.966089,1.019678,0.958718,1.019676,12,-20,15,-20,13,1187,1156,1447,1393,1498
1201,6005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.020043,0.953744,1.028169,0.951018,1.029142,10,-20,13,-20,17,1616,1586,1616,1587,1623
1401,7005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.020670,0.945006,1.034949,0.948387,1.037209,13,-20,12,-20,17,1560,1552,1544,1475,1490
1601,8005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.031921,0.942604,1.038027,0.939716,1.043261,15,-20,14,-20,13,1493,1460,1453,1462,1573
1801,9005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.037736,0.934323,1.050301,0.931151,1.050193,10,-20,16,-20,16,1572,1521,1599,1542,1583
2001,10005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.045730,0.928991,1.056161,0.925100,1.058566,15,-20,14,-20,15,1585,1474,1604,1519,1597
2201,11005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.053288,0.924662,1.062020,0.918841,1.064641,14,-20,14,-20,14,1534,1469,1592,1495,1580
2401,12005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.059530,0.918308,1.072131,0.916048,1.069257,13,-20,15,-20,13,1601,1496,1600,1521,1546
2601,13005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.060658,0.918970,1.075099,0.921288,1.079410,11,-20,14,-20,15,1534,1362,1541,1447,1533
2801,14005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.070734,0.913751,1.087500,0.917302,1.084650,13,-20,13,-20,15,1622,1428,1610,1475,1542
3001,15005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.063201,0.943038,1.055359,0.929825,1.072266,21,-20,7,-20,14,751,402,619,796,794
3201,16005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.067951,0.928650,1.054545,0.926884,1.070276,15,-20,14,-20,12,756,681,760,659,638
3401,17005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.083521,0.920552,1.103166,0.917241,1.107104,15,-20,11,-20,16,1542,1293,1602,1365,1600
3601,18005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.081844,0.915845,1.097093,0.912474,1.103175,14,-20,15,-20,12,1505,1291,1490,1221,1282
3801,19005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.095136,0.913692,1.113924,0.910239,1.116382,16,-20,16,-20,11,1641,1311,1587,1274,1583
4001,20005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.086483,0.912449,1.104784,0.912693,1.116061,17,-20,11,-20,15,1516,1232,1526,1259,1476
4201,21005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.080000,0.912000,1.102389,0.913118,1.125426,7,-20,19,-20,15,1120,895,1235,944,1237
4401,22005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.080769,0.912811,1.105859,0.925551,1.123494,15,-20,14,-20,14,1330,894,1272,858,1430
4601,23005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.095344,0.917192,1.119034,0.917867,1.122826,18,-20,14,-20,10,1574,1038,1551,1158,1610
4801,24005,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.095160,0.924468,1.086371,0.929648,1.093354,10,-20,14,-20,18,989,710,1032,566,402
