55590.000000,0.189573,0.027251,0.119668,0.663507,124.359680,2.270142,6.293334
56590.000000,0.192714,0.027027,0.124559,0.655699,124.271782,2.264395,6.480000
57590.000000,0.197183,0.023474,0.132629,0.646714,124.193916,2.240610,6.591111
58590.000000,0.199766,0.022196,0.128505,0.649533,124.434868,2.250000,6.786667
59590.000000,0.196987,0.026651,0.125145,0.651217,124.602837,2.247972,6.671111
60590.000000,0.194731,0.033219,0.130584,0.641466,125.041908,2.258878,6.977778
61590.000000,0.199317,0.029613,0.127563,0.643508,124.804779,2.259681,6.933333
62590.000000,0.195969,0.035834,0.118701,0.649496,125.183075,2.250840,6.551111
63590.000000,0.193370,0.032044,0.113812,0.660773,125.409081,2.236464,6.368889
64590.000000,0.193231,0.030568,0.114629,0.661572,125.969887,2.225982,6.377778
65590.000000,0.185265,0.031419,0.110509,0.672806,125.961311,2.236186,6.426667
66590.000000,0.180645,0.039785,0.106452,0.673118,125.986084,2.217204,6.195556
67590.000000,0.174973,0.034995,0.113468,0.676564,126.748123,2.232238,6.408889
68590.000000,0.176221,0.044586,0.110403,0.668790,126.646019,2.247346,6.515555
69590.000000,0.177660,0.040426,0.110638,0.671277,126.648369,2.234043,6.195556
70590.000000,0.178419,0.028846,0.108974,0.683761,127.082726,2.235043,6.360000
