1590.000000,0.170854,0.040201,0.195980,0.592965,110.540230,2.633166,4.293334
2590.000000,0.204762,0.023810,0.204762,0.566667,110.769653,2.619048,4.795556
3590.000000,0.201835,0.018349,0.256881,0.522936,110.977386,2.660550,5.102222
4590.000000,0.183036,0.040179,0.285714,0.491071,111.098839,2.687500,5.306667
5590.000000,0.188034,0.017094,0.303419,0.491453,111.390282,2.675214,5.413333
6590.000000,0.165323,0.024194,0.298387,0.512097,111.691605,2.629032,5.528889
7590.000000,0.166667,0.011905,0.313492,0.507937,111.878067,2.666667,5.591111
8590.000000,0.132867,0.048951,0.286713,0.531469,112.605980,2.503496,5.715556
9590.000000,0.142395,0.045307,0.252427,0.559871,113.660751,2.459547,5.688889
10590.000000,0.136364,0.048485,0.239394,0.575758,114.805206,2.451515,5.684444
11590.000000,0.138889,0.040123,0.253086,0.567901,113.173599,2.533951,5.706666
12590.000000,0.153153,0.027027,0.243243,0.576577,113.787086,2.561562,5.702222
13590.000000,0.157270,0.038576,0.249258,0.554896,113.453987,2.602374,5.857778
14590.000000,0.165217,0.014493,0.255072,0.565217,113.544701,2.614493,5.782222
15590.000000,0.172316,0.022599,0.251412,0.553672,113.815674,2.618644,5.848889
16590.000000,0.173669,0.033613,0.252101,0.540616,113.852959,2.621849,5.884444
17590.000000,0.174603,0.031746,0.243386,0.550265,114.486717,2.584656,5.831111
18590.000000,0.166247,0.010076,0.234257,0.589421,114.809433,2.569269,5.822222
19590.000000,0.158416,0.032178,0.227723,0.581683,114.968636,2.576733,5.742222
20590.000000,0.156463,0.027211,0.217687,0.598639,116.227028,2.471655,5.911111
21590.000000,0.147917,0.031250,0.202083,0.618750,116.553574,2.452083,5.880000
22590.000000,0.132727,0.041818,0.183636,0.641818,117.939331,2.360000,5.942222
23590.000000,0.140468,0.035117,0.177258,0.647157,119.048409,2.377926,6.040000
24590.000000,0.131988,0.029503,0.178571,0.659938,120.172401,2.375776,6.346667
25590.000000,0.136827,0.043668,0.170306,0.649199,120.809525,2.276565,6.524445
26590.000000,0.142659,0.037396,0.156510,0.663435,121.732513,2.288089,6.493333
27590.000000,0.140690,0.027586,0.160000,0.671724,123.833138,2.268965,6.608889
28590.000000,0.135431,0.024624,0.169631,0.670315,122.069138,2.279070,6.880000
29590.000000,0.132530,0.020080,0.160643,0.686747,122.327446,2.240964,6.902222
30590.000000,0.132450,0.023841,0.161589,0.682119,123.391846,2.246358,6.800000
31590.000000,0.149275,0.020290,0.172464,0.657971,121.789780,2.318841,6.613333
32590.000000,0.154545,0.019697,0.178788,0.646970,120.544319,2.395455,6.186666
33590.000000,0.155521,0.027994,0.189736,0.626750,119.856049,2.444790,6.497778
34590.000000,0.151938,0.043411,0.187597,0.617054,122.340141,2.463566,6.608889
35590.000000,0.164596,0.023292,0.195652,0.616460,119.840118,2.470497,6.635556
36590.000000,0.177370,0.022936,0.175841,0.623853,120.360435,2.431193,6.417778
37590.000000,0.169725,0.036697,0.177370,0.616208,120.277077,2.460245,6.386667
38590.000000,0.178730,0.025111,0.171344,0.624815,120.598267,2.407681,6.617778
39590.000000,0.165447,0.039531,0.168375,0.626647,120.764343,2.412884,6.404444
40590.000000,0.170455,0.031250,0.166193,0.632102,121.322670,2.394886,6.560000
41590.000000,0.164402,0.031250,0.167120,0.637228,121.796165,2.346467,6.684444
42590.000000,0.162730,0.034121,0.158793,0.644357,122.358513,2.351706,6.693333
43590.000000,0.162095,0.037406,0.153367,0.647132,123.339462,2.274314,6.920000
44590.000000,0.157055,0.038037,0.152147,0.652761,123.586395,2.282209,6.728889
45590.000000,0.164072,0.019162,0.153293,0.663473,124.114082,2.262275,6.684444
46590.000000,0.161366,0.023557,0.146054,0.669022,124.292053,2.261484,6.684444
47590.000000,0.159907,0.035921,0.130939,0.673233,124.745659,2.256083,6.640000
48590.000000,0.160045,0.035187,0.123723,0.681044,125.258247,2.236095,6.528889
49590.000000,0.161400,0.031603,0.133183,0.673815,127.813477,2.229120,6.933333
50590.000000,0.155932,0.030508,0.129944,0.683616,125.715157,2.214689,6.675556
51590.000000,0.164482,0.025030,0.134684,0.675805,123.856812,2.272944,6.515555
52590.000000,0.175824,0.021978,0.139194,0.663004,123.805733,2.278388,6.506667
53590.000000,0.180169,0.022975,0.136638,0.660218,124.103676,2.272068,6.408889
54590.000000,0.188249,0.015588,0.131894,0.664269,123.925674,2.273381,6.311111
