frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
184,920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,0.997453,0.994990,0.996121,0.998016,0.999118,0,0,0,0,0,948,768,1059,1282,904
384,1920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,0.999459,0.991870,1.002167,0.995106,1.000000,6,-10,10,-10,4,1617,1615,1616,1609,1611
584,2920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.003270,0.986376,1.005432,0.991790,1.003308,7,-10,7,-10,6,1605,1605,1611,1597,1584
784,3920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.006011,0.982825,1.007928,0.987407,1.007817,5,-10,6,-10,9,1600,1575,1536,1517,1561
984,4920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.008658,0.980392,1.013624,0.983070,1.011388,6,-10,8,-10,6,1618,1606,1605,1542,1614
1184,5920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.013187,0.974662,1.017604,0.981078,1.011242,8,-10,7,-10,5,1590,1546,1531,1514,1549
1384,6920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.017344,0.972648,1.021173,0.974275,1.016269,8,-10,7,-10,5,1615,1598,1612,1597,1614
1584,7920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.021170,0.968680,1.024644,0.969730,1.019533,7,-10,6,-10,7,1565,1558,1596,1587,1613
1784,8920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.024628,0.966159,1.028444,0.965332,1.017900,9,-10,8,-10,3,1516,1543,1563,1443,1446
1984,9920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.028664,0.963045,1.033297,0.963194,1.023319,6,-10,10,-10,4,1619,1583,1602,1536,1614
2184,10920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.028797,0.962514,1.035775,0.956471,1.024664,5,-10,9,-10,6,1541,1504,1531,1470,1554
2384,11920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.034839,0.954696,1.041893,0.952643,1.029364,7,-10,7,-10,6,1607,1580,1608,1586,1609
2584,12920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.036492,0.952355,1.047308,0.950276,1.033641,4,-10,8,-10,8,1606,1575,1609,1580,1613
2784,13920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.039249,0.948644,1.051026,0.945793,1.034792,10,-10,7,-10,5,1528,1503,1573,1541,1552
2984,14920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.046537,0.945465,1.055495,0.944507,1.038840,7,-10,8,-10,6,1618,1567,1608,1554,1598
3184,15920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.047488,0.940462,1.057395,0.941737,1.042952,8,-10,5,-10,7,1581,1500,1582,1555,1586
3384,16920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.048171,0.944056,1.054102,0.941425,1.045394,5,-10,7,-10,8,1410,1343,1452,1426,1268
3584,17920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.057065,0.935955,1.064835,0.939919,1.047271,8,-10,7,-10,5,1610,1550,1590,1501,1547
3784,18920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.058919,0.932958,1.069490,0.937324,1.051535,5,-10,8,-10,7,1620,1545,1612,1541,1594
3984,19920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.052373,0.941234,1.052273,0.944322,1.047424,7,-10,7,-10,7,992,791,1090,1135,993
4184,20920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.064516,0.936989,1.075492,0.933870,1.060208,3,-10,8,-10,9,1599,1484,1598,1509,1597
4384,21920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.066053,0.932990,1.078007,0.929264,1.068795,5,-10,5,-10,10,1617,1516,1616,1523,1587
4584,22920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.063426,0.942333,1.073727,0.926471,1.067474,8,-10,7,-10,6,1457,1296,1479,1470,1504
4784,23920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.069089,0.940343,1.080271,0.932288,1.069152,9,-10,7,-10,5,1449,1463,1539,1365,1433
4984,24920,CC,CC,CC,CC,CC,0.010000,-0.010000,0.010000,-0.010000,0.010000,1.066515,0.937339,1.078912,0.936534,1.068689,4,-10,8,-10,11,1093,1318,1240,999,891
