pulse_idx,v_pre,v_post_onset,v_pulse_end,v_relax_end,i_amp,r0_apparent
0,-4.364980e-3,-4.607062e-3,-1.607881e-1,-1.390461e-1,3.000000e-3,-8.069413e-2
