t_fs,step,phase,i_applied,v_cell
0.000,0,pre,0.000000e0,-4.364980e-3
5.000,1,on,3.000000e-3,-4.607062e-3
10.000,2,on,3.000000e-3,-4.622169e-3
20.000,4,on,3.000000e-3,-4.196870e-3
30.000,6,on,3.000000e-3,-4.352930e-3
40.000,8,on,3.000000e-3,-4.375027e-3
50.000,10,on,3.000000e-3,-4.365076e-3
60.000,12,on,3.000000e-3,-4.128464e-3
70.000,14,on,3.000000e-3,-4.113544e-3
80.000,16,on,3.000000e-3,-4.091305e-3
90.000,18,on,3.000000e-3,-4.093815e-3
100.000,20,on,3.000000e-3,-4.082365e-3
110.000,22,on,3.000000e-3,-4.036374e-3
120.000,24,on,3.000000e-3,-4.008280e-3
130.000,26,on,3.000000e-3,-3.995347e-3
140.000,28,on,3.000000e-3,-3.993166e-3
150.000,30,on,3.000000e-3,-3.957634e-3
160.000,32,on,3.000000e-3,-3.963223e-3
170.000,34,on,3.000000e-3,-3.968277e-3
180.000,36,on,3.000000e-3,-3.978930e-3
190.000,38,on,3.000000e-3,-4.153332e-3
200.000,40,on,3.000000e-3,-4.078966e-3
210.000,42,on,3.000000e-3,-3.883656e-3
220.000,44,on,3.000000e-3,-3.931522e-3
230.000,46,on,3.000000e-3,-4.192219e-3
240.000,48,on,3.000000e-3,-4.237451e-3
250.000,50,on,3.000000e-3,-4.049276e-3
260.000,52,on,3.000000e-3,-4.294409e-3
270.000,54,on,3.000000e-3,-4.121889e-3
280.000,56,on,3.000000e-3,-4.152770e-3
290.000,58,on,3.000000e-3,-4.181155e-3
300.000,60,on,3.000000e-3,-4.201954e-3
310.000,62,on,3.000000e-3,-4.185144e-3
320.000,64,on,3.000000e-3,-4.207704e-3
330.000,66,on,3.000000e-3,-4.214435e-3
340.000,68,on,3.000000e-3,-3.309160e-3
350.000,70,on,3.000000e-3,-8.347284e-3
360.000,72,on,3.000000e-3,-1.278662e-2
370.000,74,on,3.000000e-3,-6.960342e-3
380.000,76,on,3.000000e-3,-6.446192e-3
390.000,78,on,3.000000e-3,-6.233329e-3
400.000,80,on,3.000000e-3,-6.258160e-3
410.000,82,on,3.000000e-3,-1.086174e-2
420.000,84,on,3.000000e-3,-1.016176e-2
430.000,86,on,3.000000e-3,-9.598482e-3
440.000,88,on,3.000000e-3,-8.826066e-3
450.000,90,on,3.000000e-3,-8.599873e-3
460.000,92,on,3.000000e-3,-8.524243e-3
470.000,94,on,3.000000e-3,-8.525014e-3
480.000,96,on,3.000000e-3,-8.508034e-3
490.000,98,on,3.000000e-3,-6.921756e-3
500.000,100,on,3.000000e-3,-6.910785e-3
510.000,102,on,3.000000e-3,-6.868031e-3
520.000,104,on,3.000000e-3,-6.689544e-3
530.000,106,on,3.000000e-3,-6.692865e-3
540.000,108,on,3.000000e-3,-6.668685e-3
550.000,110,on,3.000000e-3,-6.874999e-3
560.000,112,on,3.000000e-3,-6.673269e-3
570.000,114,on,3.000000e-3,-6.871878e-3
580.000,116,on,3.000000e-3,-6.675350e-3
590.000,118,on,3.000000e-3,-6.650993e-3
600.000,120,on,3.000000e-3,-7.071158e-3
610.000,122,on,3.000000e-3,-7.042842e-3
620.000,124,on,3.000000e-3,-6.603431e-3
630.000,126,on,3.000000e-3,-6.745342e-3
640.000,128,on,3.000000e-3,-6.706280e-3
650.000,130,on,3.000000e-3,-6.491028e-3
660.000,132,on,3.000000e-3,-6.631293e-3
670.000,134,on,3.000000e-3,-5.605211e-3
680.000,136,on,3.000000e-3,-1.514409e-2
690.000,138,on,3.000000e-3,-1.327011e-2
700.000,140,on,3.000000e-3,-1.388306e-2
710.000,142,on,3.000000e-3,-1.301272e-2
720.000,144,on,3.000000e-3,-1.191260e-2
730.000,146,on,3.000000e-3,-1.243940e-2
740.000,148,on,3.000000e-3,-1.133600e-2
750.000,150,on,3.000000e-3,-1.105854e-2
760.000,152,on,3.000000e-3,-1.082168e-2
770.000,154,on,3.000000e-3,-1.077421e-2
780.000,156,on,3.000000e-3,-1.065527e-2
790.000,158,on,3.000000e-3,-1.079599e-2
800.000,160,on,3.000000e-3,-1.083364e-2
810.000,162,on,3.000000e-3,-1.113299e-2
820.000,164,on,3.000000e-3,-8.456684e-3
830.000,166,on,3.000000e-3,-8.522313e-3
840.000,168,on,3.000000e-3,-8.778010e-3
850.000,170,on,3.000000e-3,-8.722715e-3
860.000,172,on,3.000000e-3,-8.484210e-3
870.000,174,on,3.000000e-3,-8.291380e-3
880.000,176,on,3.000000e-3,-8.269703e-3
890.000,178,on,3.000000e-3,-8.256407e-3
900.000,180,on,3.000000e-3,-8.264210e-3
910.000,182,on,3.000000e-3,-8.392591e-3
920.000,184,on,3.000000e-3,-8.176585e-3
930.000,186,on,3.000000e-3,-8.147651e-3
940.000,188,on,3.000000e-3,-8.227377e-3
950.000,190,on,3.000000e-3,-8.088166e-3
960.000,192,on,3.000000e-3,-7.996569e-3
970.000,194,on,3.000000e-3,-7.873041e-3
980.000,196,on,3.000000e-3,-7.787635e-3
990.000,198,on,3.000000e-3,-8.128124e-3
1000.000,200,on,3.000000e-3,-7.956799e-3
1010.000,202,on,3.000000e-3,-1.177696e-2
1020.000,204,on,3.000000e-3,-1.067561e-2
1030.000,206,on,3.000000e-3,-9.942787e-3
1040.000,208,on,3.000000e-3,-1.387715e-2
1050.000,210,on,3.000000e-3,-1.285717e-2
1060.000,212,on,3.000000e-3,-1.249007e-2
1070.000,214,on,3.000000e-3,-1.267847e-2
1080.000,216,on,3.000000e-3,-1.226471e-2
1090.000,218,on,3.000000e-3,-1.201852e-2
1100.000,220,on,3.000000e-3,-1.183739e-2
1110.000,222,on,3.000000e-3,-1.184402e-2
1120.000,224,on,3.000000e-3,-1.178216e-2
1130.000,226,on,3.000000e-3,-1.188365e-2
1140.000,228,on,3.000000e-3,-1.158182e-2
1150.000,230,on,3.000000e-3,-1.141093e-2
1160.000,232,on,3.000000e-3,-1.140968e-2
1170.000,234,on,3.000000e-3,-1.147647e-2
1180.000,236,on,3.000000e-3,-1.163356e-2
1190.000,238,on,3.000000e-3,-1.164505e-2
1200.000,240,on,3.000000e-3,-1.189366e-2
1210.000,242,on,3.000000e-3,-1.180437e-2
1220.000,244,on,3.000000e-3,-1.186545e-2
1230.000,246,on,3.000000e-3,-1.164917e-2
1240.000,248,on,3.000000e-3,-1.167103e-2
1250.000,250,on,3.000000e-3,-1.183278e-2
1260.000,252,on,3.000000e-3,-1.191716e-2
1270.000,254,on,3.000000e-3,-1.167569e-2
1280.000,256,on,3.000000e-3,-1.234542e-2
1290.000,258,on,3.000000e-3,-1.159708e-2
1300.000,260,on,3.000000e-3,-1.150898e-2
1310.000,262,on,3.000000e-3,-1.163516e-2
1320.000,264,on,3.000000e-3,-1.185195e-2
1330.000,266,on,3.000000e-3,-1.158894e-2
1340.000,268,on,3.000000e-3,-2.041520e-2
1350.000,270,on,3.000000e-3,-1.884066e-2
1360.000,272,on,3.000000e-3,-1.738259e-2
1370.000,274,on,3.000000e-3,-1.658202e-2
1380.000,276,on,3.000000e-3,-1.661284e-2
1390.000,278,on,3.000000e-3,-1.650086e-2
1400.000,280,on,3.000000e-3,-1.629098e-2
1410.000,282,on,3.000000e-3,-1.627143e-2
1420.000,284,on,3.000000e-3,-1.670522e-2
1430.000,286,on,3.000000e-3,-1.638382e-2
1440.000,288,on,3.000000e-3,-1.656955e-2
1450.000,290,on,3.000000e-3,-1.708749e-2
1460.000,292,on,3.000000e-3,-1.694478e-2
1470.000,294,on,3.000000e-3,-1.750027e-2
1480.000,296,on,3.000000e-3,-1.759489e-2
1490.000,298,on,3.000000e-3,-1.677224e-2
1500.000,300,on,3.000000e-3,-1.641004e-2
1510.000,302,on,3.000000e-3,-1.640960e-2
1520.000,304,on,3.000000e-3,-1.592262e-2
1530.000,306,on,3.000000e-3,-1.634713e-2
1540.000,308,on,3.000000e-3,-1.648419e-2
1550.000,310,on,3.000000e-3,-1.589400e-2
1560.000,312,on,3.000000e-3,-1.642897e-2
1570.000,314,on,3.000000e-3,-1.781205e-2
1580.000,316,on,3.000000e-3,-1.690744e-2
1590.000,318,on,3.000000e-3,-1.643082e-2
1600.000,320,on,3.000000e-3,-1.649909e-2
