step,time_fs,phase,ac_value,applied_i,v_cell_calc,v_cell_eis,foil_a_de,foil_b_de
16001,130005.00,6.283184,4.000000e-1,-4.000000e-1,9.138153e-1,7.549698e-1,160,571
16002,130010.00,0.001570,3.999995e-1,-3.999995e-1,8.493961e-1,7.334453e-1,1,-1
16003,130015.00,0.003141,3.999980e-1,-3.999980e-1,8.283919e-1,7.554523e-1,1,-1
16004,130020.00,0.004711,3.999956e-1,-3.999956e-1,8.206164e-1,7.373683e-1,1,-1
16005,130025.00,0.006283,3.999921e-1,-3.999921e-1,8.089641e-1,7.317103e-1,1,-1
16006,130030.00,0.007853,3.999877e-1,-3.999877e-1,7.844793e-1,7.296909e-1,1,-1
16007,130035.00,0.009424,3.999822e-1,-3.999822e-1,8.051355e-1,7.258748e-1,1,-1
16008,130040.00,0.010994,3.999758e-1,-3.999758e-1,8.676511e-1,6.956353e-1,1,-1
16009,130045.00,0.012566,3.999684e-1,-3.999684e-1,8.251055e-1,7.078885e-1,1,-1
16010,130050.00,0.014135,3.999600e-1,-3.999600e-1,7.804626e-1,6.783586e-1,1,-1
16011,130055.00,0.015707,3.999507e-1,-3.999507e-1,7.522588e-1,7.009906e-1,1,-1
16012,130060.00,0.017277,3.999403e-1,-3.999403e-1,7.228582e-1,6.990596e-1,1,-1
16013,130065.00,0.018848,3.999290e-1,-3.999290e-1,7.881023e-1,7.002895e-1,1,-1
16014,130070.00,0.020420,3.999166e-1,-3.999166e-1,7.982694e-1,6.747597e-1,1,-1
16015,130075.00,0.021990,3.999033e-1,-3.999033e-1,8.467979e-1,6.891289e-1,1,-1
16016,130080.00,0.023561,3.998890e-1,-3.998890e-1,7.929159e-1,6.626750e-1,1,-1
16017,130085.00,0.025131,3.998737e-1,-3.998737e-1,7.067137e-1,6.678377e-1,1,-1
16018,130090.00,0.026703,3.998574e-1,-3.998574e-1,7.362328e-1,6.754057e-1,1,-1
16019,130095.00,0.028273,3.998401e-1,-3.998401e-1,7.274952e-1,6.593396e-1,1,-1
16020,130100.00,0.029844,3.998219e-1,-3.998219e-1,7.188817e-1,6.590934e-1,1,-1
16021,130105.00,0.031414,3.998027e-1,-3.998027e-1,7.391806e-1,6.782131e-1,0,0
16022,130110.00,0.032986,3.997824e-1,-3.997824e-1,7.539294e-1,6.439497e-1,1,-1
16023,130115.00,0.034557,3.997612e-1,-3.997612e-1,7.450421e-1,6.540426e-1,1,0
16024,130120.00,0.036127,3.997390e-1,-3.997390e-1,7.415910e-1,6.259741e-1,1,-1
16025,130125.00,0.037699,3.997158e-1,-3.997158e-1,7.271286e-1,6.363231e-1,1,-1
16026,130130.00,0.039268,3.996916e-1,-3.996916e-1,7.149926e-1,6.359805e-1,1,-1
16027,130135.00,0.040840,3.996665e-1,-3.996665e-1,6.768553e-1,6.114227e-1,1,-1
16028,130140.00,0.042410,3.996403e-1,-3.996403e-1,7.059854e-1,5.958713e-1,0,0
16029,130145.00,0.043982,3.996132e-1,-3.996132e-1,7.607369e-1,6.203099e-1,1,-1
