phase,pulse_num,sim_time,eta_a,eta_b,e_delta_a,e_delta_b
rest,1,6300.0,-0.093939,-0.087336,0,0
rest,1,6400.0,-0.086154,-0.092399,0,0
rest,1,6500.0,-0.078947,-0.085926,0,0
rest,1,6600.0,-0.084063,-0.091581,0,0
rest,1,6700.0,-0.084279,-0.094256,0,0
rest,1,6800.0,-0.093098,-0.088626,0,0
rest,1,6900.0,-0.088328,-0.090909,0,0
rest,1,7000.0,-0.093168,-0.090323,0,0
rest,1,7100.0,-0.097638,-0.085294,0,0
rest,1,7200.0,-0.091918,-0.088235,0,0
rest,1,7300.0,-0.091772,-0.083457,0,0
rest,1,7400.0,-0.085851,-0.086438,0,0
rest,1,7500.0,-0.091918,-0.081250,0,0
rest,1,7600.0,-0.093939,-0.086455,0,0
rest,1,7700.0,-0.082822,-0.083694,0,0
rest,1,7800.0,-0.087662,-0.083851,0,0
rest,1,7900.0,-0.089645,-0.072569,0,0
rest,1,8000.0,-0.089922,-0.084671,0,0
rest,1,8100.0,-0.091743,-0.075472,0,0
rest,1,8200.0,-0.094192,-0.084720,0,0
rest,1,8300.0,-0.089094,-0.078148,0,0
rest,1,8400.0,-0.091772,-0.082353,0,0
rest,1,8500.0,-0.084507,-0.081871,0,0
rest,1,8600.0,-0.082569,-0.079295,0,0
rest,1,8700.0,-0.084084,-0.073171,0,0
rest,1,8800.0,-0.083077,-0.076103,0,0
rest,1,8900.0,-0.083333,-0.079877,0,0
rest,1,9000.0,-0.073507,-0.078907,0,0
rest,1,9100.0,-0.078616,-0.086667,0,0
rest,1,9200.0,-0.082019,-0.079511,0,0
rest,1,9300.0,-0.085173,-0.079764,0,0
rest,1,9400.0,-0.087500,-0.078488,0,0
rest,1,9500.0,-0.089645,-0.078550,0,0
rest,1,9600.0,-0.082949,-0.083462,0,0
rest,1,9700.0,-0.081633,-0.082278,0,0
rest,1,9800.0,-0.082822,-0.076687,0,0
rest,1,9900.0,-0.082569,-0.076687,0,0
rest,1,10000.0,-0.090772,-0.082822,0,0
rest,1,10100.0,-0.089922,-0.082949,0,0
rest,1,10200.0,-0.083333,-0.082759,0,0
rest,1,10300.0,-0.079576,-0.150235,0,0
rest,1,10400.0,-0.071875,-0.083333,0,0
rest,1,10500.0,-0.074294,-0.077266,0,0
rest,1,10600.0,-0.076135,-0.078717,0,0
rest,1,10700.0,-0.076923,-0.078148,0,0
rest,1,10800.0,-0.079646,-0.075362,0,0
rest,1,10900.0,-0.083189,-0.087838,0,0
rest,1,11000.0,-0.084592,-0.077760,0,0
rest,1,11100.0,-0.080745,-0.079755,0,0
rest,1,11200.0,-0.079618,-0.080000,0,0
rest,1,11300.0,-0.081761,-0.077760,0,0
rest,1,11400.0,-0.076358,-0.078947,0,0
rest,1,11500.0,-0.073638,-0.072886,0,0
rest,1,11600.0,-0.071429,-0.078488,0,0
rest,1,11700.0,-0.068759,-0.075472,0,0
rest,1,11800.0,-0.074405,-0.078375,0,0
rest,1,11900.0,-0.077266,-0.072674,0,0
rest,1,12000.0,-0.077037,-0.079529,0,0
rest,1,12100.0,-0.079882,-0.078148,0,0
rest,1,12200.0,-0.077266,-0.075912,0,0
rest,1,12300.0,-0.081203,-0.078261,0,0
rest,1,12400.0,-0.078669,-0.079295,0,0
rest,1,12500.0,-0.085106,-0.073171,0,0
rest,1,12600.0,-0.079633,-0.074074,0,0
rest,1,12700.0,-0.080477,-0.076023,0,0
rest,1,12800.0,-0.071642,-0.073529,0,0
rest,1,12900.0,-0.074627,-0.074074,0,0
rest,1,13000.0,-0.085044,-0.076696,0,0
rest,1,13100.0,-0.078550,-0.078603,0,0
rest,1,13200.0,-0.073855,-0.076696,0,0
rest,1,13300.0,-0.079412,-0.078603,0,0
rest,1,13400.0,-0.084720,-0.078488,0,0
rest,1,13500.0,-0.082353,-0.075802,0,0
rest,1,13600.0,-0.085443,-0.078603,0,0
rest,1,13700.0,-0.085169,-0.075802,0,0
rest,1,13800.0,-0.074627,-0.075472,0,0
rest,1,13900.0,-0.077381,-0.078261,0,0
rest,1,14000.0,-0.082569,-0.078261,0,0
rest,1,14100.0,-0.080119,-0.078261,0,0
rest,1,14200.0,-0.077961,-0.078603,0,0
rest,1,14300.0,-0.069592,-0.078488,0,0
rest,1,14400.0,-0.074627,-0.078603,0,0
rest,1,14500.0,-0.076583,-0.075691,0,0
rest,1,14600.0,-0.080960,-0.078488,0,0
rest,1,14700.0,-0.083457,-0.075691,0,0
rest,1,14800.0,-0.080597,-0.075691,0,0
rest,1,14900.0,-0.086687,-0.075758,0,0
rest,1,15000.0,-0.081203,-0.079268,0,0
rest,1,15100.0,-0.081203,-0.075362,0,0
rest,1,15200.0,-0.086687,-0.076023,0,0
rest,1,15300.0,-0.080238,-0.075758,0,0
rest,1,15400.0,-0.084977,-0.072886,0,0
rest,1,15500.0,-0.083457,-0.075362,0,0
rest,1,15600.0,-0.084720,-0.072886,0,0
rest,1,15700.0,-0.082963,-0.075362,0,0
rest,1,15800.0,-0.065672,-0.072886,0,0
rest,1,15900.0,-0.074189,-0.075988,0,0
rest,1,16000.0,-0.080238,-0.076471,0,0
rest,1,16100.0,-0.074850,-0.078669,0,0
rest,1,16200.0,-0.075758,-0.075691,0,0
rest,1,16300.0,-0.074627,-0.072993,0,0
rest,1,16400.0,-0.079063,-0.072569,0,0
rest,1,16500.0,-0.083851,-0.074405,0,0
rest,1,16600.0,-0.079179,-0.073099,0,0
rest,1,16700.0,-0.076696,-0.070175,0,0
rest,1,16800.0,-0.076809,-0.063636,0,0
rest,1,16900.0,-0.074738,-0.070381,0,0
rest,1,17000.0,-0.137931,-0.085000,0,0
rest,1,17100.0,-0.076583,-0.076805,0,0
rest,1,17200.0,-0.076583,-0.067647,0,0
rest,1,17300.0,-0.079063,-0.070381,0,0
rest,1,17400.0,-0.073638,-0.075415,0,0
rest,1,17500.0,-0.076246,-0.073206,0,0
rest,1,17600.0,-0.076246,-0.072569,0,0
rest,1,17700.0,-0.074516,-0.073314,0,0
rest,1,17800.0,-0.074074,-0.070692,0,0
rest,1,17900.0,-0.070796,-0.073855,0,0
rest,1,18000.0,-0.071111,-0.073206,0,0
rest,1,18100.0,-0.075988,-0.070278,0,0
rest,1,18200.0,-0.073855,-0.068657,0,0
rest,1,18300.0,-0.074074,-0.071322,0,0
rest,1,18400.0,-0.073746,-0.070485,0,0
rest,1,18500.0,-0.079295,-0.072569,0,0
rest,1,18600.0,-0.067350,-0.075362,0,0
rest,1,18700.0,-0.071207,-0.073282,0,0
rest,1,18800.0,-0.073846,-0.071097,0,0
rest,1,18900.0,-0.071318,-0.072508,0,0
rest,1,19000.0,-0.076805,-0.066768,0,0
rest,1,19100.0,-0.077519,-0.070796,0,0
rest,1,19200.0,-0.084829,-0.076103,0,0
rest,1,19300.0,-0.093117,-0.082883,0,0
rest,1,19400.0,-0.071856,-0.068111,0,0
rest,1,19500.0,-0.076336,-0.077151,0,0
rest,1,19600.0,-0.073529,-0.069592,0,0
rest,1,19700.0,-0.072289,-0.068554,0,0
rest,1,19800.0,-0.073855,-0.070796,0,0
rest,1,19900.0,-0.077728,-0.073746,0,0
rest,1,20000.0,-0.068858,-0.074534,0,0
rest,1,20100.0,-0.072327,-0.077844,0,0
rest,1,20200.0,-0.074074,-0.076923,0,0
rest,1,20300.0,-0.076696,-0.072838,0,0
rest,1,20400.0,-0.073855,-0.073855,0,0
rest,1,20500.0,-0.077544,-0.076805,0,0
rest,1,20600.0,-0.067548,-0.070901,0,0
rest,1,20700.0,-0.067548,-0.073746,0,0
rest,1,20800.0,-0.070485,-0.068047,0,0
rest,1,20900.0,-0.071642,-0.073099,0,0
rest,1,21000.0,-0.073206,-0.070901,0,0
rest,1,21100.0,-0.073529,-0.068148,0,0
rest,1,21200.0,-0.074405,-0.068966,0,0
rest,1,21300.0,-0.070552,-0.071642,0,0
rest,1,21400.0,-0.070381,-0.069382,0,0
rest,1,21500.0,-0.077966,-0.081395,0,0
rest,1,21600.0,-0.065672,-0.074074,0,0
rest,1,21700.0,-0.071322,-0.073059,0,0
rest,1,21800.0,-0.071006,-0.070796,0,0
rest,1,21900.0,-0.071964,-0.067847,0,0
rest,1,22000.0,-0.071642,-0.068047,0,0
rest,1,22100.0,-0.071322,-0.068554,0,0
rest,1,22200.0,-0.071642,-0.068657,0,0
rest,1,22300.0,-0.069952,-0.057057,0,0
rest,1,22400.0,-0.070660,-0.060150,0,0
rest,1,22500.0,-0.070901,-0.059970,0,0
rest,1,22600.0,-0.071429,-0.059524,0,0
rest,1,22700.0,-0.068657,-0.062874,0,0
rest,1,22800.0,-0.069767,-0.067002,0,0
rest,1,22900.0,-0.073507,-0.057489,0,0
rest,1,23000.0,-0.068429,-0.064815,0,0
rest,1,23100.0,-0.074189,-0.067073,0,0
rest,1,23200.0,-0.074074,-0.062968,0,0
rest,1,23300.0,-0.069074,-0.069173,0,0
rest,1,23400.0,-0.076677,-0.068966,0,0
rest,1,23500.0,-0.073016,-0.067682,0,0
rest,1,23600.0,-0.071875,-0.064122,0,0
rest,1,23700.0,-0.067797,-0.063830,0,0
rest,1,23800.0,-0.070878,-0.074830,0,0
rest,1,23900.0,-0.070229,-0.058733,0,0
rest,1,24000.0,-0.070015,-0.062780,0,0
rest,1,24100.0,-0.069382,-0.065868,0,0
rest,1,24200.0,-0.069909,-0.063444,0,0
rest,1,24300.0,-0.070229,-0.066667,0,0
rest,1,24400.0,-0.067449,-0.066165,0,0
rest,1,24500.0,-0.065282,-0.065523,0,0
rest,1,24600.0,-0.070878,-0.063444,0,0
rest,1,24700.0,-0.085586,-0.059406,0,0
rest,1,24800.0,-0.067548,-0.065217,0,0
rest,1,24900.0,-0.070660,-0.068516,0,0
rest,1,25000.0,-0.070381,-0.065831,0,0
rest,1,25100.0,-0.071749,-0.061433,0,0
rest,1,25200.0,-0.071006,-0.065868,0,0
rest,1,25300.0,-0.070381,-0.059791,0,0
rest,1,25400.0,-0.071856,-0.068182,0,0
rest,1,25500.0,-0.070796,-0.067692,0,0
rest,1,25600.0,-0.070692,-0.062874,0,0
rest,1,25700.0,-0.075353,-0.061256,0,0
rest,1,25800.0,-0.075353,-0.062780,0,0
rest,1,25900.0,-0.075829,-0.063796,0,0
rest,1,26000.0,-0.064516,-0.061290,0,0
rest,1,26100.0,-0.062222,-0.062687,0,0
rest,1,26200.0,-0.068966,-0.076404,0,0
rest,1,26300.0,-0.065185,-0.062780,0,0
rest,1,26400.0,-0.068554,-0.066667,0,0
rest,1,26500.0,-0.073746,-0.064615,0,0
rest,1,26600.0,-0.073421,-0.062593,0,0
rest,1,26700.0,-0.071097,-0.063433,0,0
rest,1,26800.0,-0.072289,-0.055300,0,0
rest,1,26900.0,-0.076159,-0.062500,0,0
rest,1,27000.0,-0.068554,-0.062968,0,0
rest,1,27100.0,-0.066667,-0.063636,0,0
rest,1,27200.0,-0.071856,-0.062780,0,0
rest,1,27300.0,-0.067278,-0.061069,0,0
rest,1,27400.0,-0.066879,-0.072875,0,0
rest,1,27500.0,-0.068323,-0.061588,0,0
rest,1,27600.0,-0.068536,-0.062208,0,0
rest,1,27700.0,-0.076159,-0.069444,0,0
rest,1,27800.0,-0.072838,-0.063191,0,0
rest,1,27900.0,-0.069510,-0.062500,0,0
rest,1,28000.0,-0.068536,-0.061588,0,0
rest,1,28100.0,-0.067278,-0.066456,0,0
rest,1,28200.0,-0.080515,-0.065934,0,0
rest,1,28300.0,-0.071749,-0.059098,0,0
rest,1,28400.0,-0.071535,-0.060790,0,0
rest,1,28500.0,-0.071856,-0.067176,0,0
rest,1,28600.0,-0.073638,-0.065379,0,0
rest,1,28700.0,-0.069803,-0.067200,0,0
rest,1,28800.0,-0.073960,-0.057143,0,0
rest,1,28900.0,-0.070381,-0.058015,0,0
rest,1,29000.0,-0.067947,-0.059748,0,0
rest,1,29100.0,-0.071856,-0.060606,0,0
rest,1,29200.0,-0.075591,-0.062696,0,0
rest,1,29300.0,-0.074883,-0.066007,0,0
rest,1,29400.0,-0.074419,-0.065253,0,0
rest,1,29500.0,-0.065868,-0.068111,0,0
rest,1,29600.0,-0.068862,-0.066566,0,0
rest,1,29700.0,-0.071749,-0.065319,0,0
rest,1,29800.0,-0.073846,-0.060413,0,0
rest,1,29900.0,-0.100559,-0.065823,0,0
rest,1,30000.0,-0.078712,-0.065405,0,0
rest,1,30100.0,-0.074534,-0.060606,0,0
rest,1,30200.0,-0.072785,-0.066351,0,0
rest,1,30300.0,-0.072100,-0.060698,0,0
rest,1,30400.0,-0.072785,-0.066465,0,0
rest,1,30500.0,-0.065967,-0.065574,0,0
rest,1,30600.0,-0.067588,-0.058064,0,0
rest,1,30700.0,-0.066971,-0.063540,0,0
rest,1,30800.0,-0.064706,-0.065185,0,0
rest,1,30900.0,-0.064706,-0.062315,0,0
rest,1,31000.0,-0.067485,-0.061919,0,0
rest,1,31100.0,-0.061856,-0.065967,0,0
rest,1,31200.0,-0.064706,-0.065185,0,0
rest,1,31300.0,-0.064632,-0.066806,0,0
rest,1,31400.0,-0.064706,-0.065476,0,0
rest,1,31500.0,-0.061947,-0.059880,0,0
rest,1,31600.0,-0.071895,-0.084416,0,0
rest,1,31700.0,-0.064706,-0.062500,0,0
rest,1,31800.0,-0.061856,-0.059435,0,0
rest,1,31900.0,-0.061121,-0.072937,0,0
rest,1,32000.0,-0.065253,-0.049080,0,0
rest,1,32100.0,-0.069074,-0.057554,0,0
rest,1,32200.0,-0.070000,-0.068702,0,0
rest,1,32300.0,-0.089202,-0.132075,0,0
rest,1,32400.0,-0.066165,-0.061919,0,0
rest,1,32500.0,-0.067093,-0.065789,0,0
rest,1,32600.0,-0.063545,-0.062500,0,0
rest,1,32700.0,-0.066365,-0.065523,0,0
rest,1,32800.0,-0.066165,-0.062016,0,0
rest,1,32900.0,-0.066365,-0.065015,0,0
rest,1,33000.0,-0.066365,-0.060423,0,0
rest,1,33100.0,-0.066971,-0.057402,0,0
rest,1,33200.0,-0.067449,-0.056972,0,0
rest,1,33300.0,-0.063733,-0.058193,0,0
rest,1,33400.0,-0.067548,-0.059791,0,0
rest,1,33500.0,-0.067449,-0.064706,0,0
rest,1,33600.0,-0.070769,-0.065523,0,0
rest,1,33700.0,-0.064611,-0.061856,0,0
rest,1,33800.0,-0.066142,-0.062130,0,0
rest,1,33900.0,-0.061765,-0.065379,0,0
rest,1,34000.0,-0.065574,-0.063063,0,0
rest,1,34100.0,-0.064801,-0.065089,0,0
rest,1,34200.0,-0.058910,-0.056130,0,0
rest,1,34300.0,-0.066351,-0.062780,0,0
rest,1,34400.0,-0.063158,-0.066465,0,0
rest,1,34500.0,-0.067019,-0.073456,0,0
rest,1,34600.0,-0.062407,-0.064993,0,0
rest,1,34700.0,-0.061856,-0.057576,0,0
rest,1,34800.0,-0.063796,-0.061350,0,0
rest,1,34900.0,-0.063158,-0.059748,0,0
rest,1,35000.0,-0.055728,-0.064516,0,0
rest,1,35100.0,-0.056515,-0.058193,0,0
rest,1,35200.0,-0.065116,-0.056693,0,0
rest,1,35300.0,-0.062130,-0.055718,0,0
rest,1,35400.0,-0.061350,-0.059791,0,0
rest,1,35500.0,-0.065379,-0.059259,0,0
rest,1,35600.0,-0.066066,-0.061674,0,0
rest,1,35700.0,-0.065015,-0.061162,0,0
rest,1,35800.0,-0.062222,-0.060514,0,0
rest,1,35900.0,-0.063348,-0.063927,0,0
rest,1,36000.0,-0.061069,-0.061314,0,0
rest,1,36100.0,-0.058282,-0.058997,0,0
rest,1,36200.0,-0.058997,-0.056047,0,0
rest,1,36300.0,-0.056130,-0.058824,0,0
rest,1,36400.0,-0.058824,-0.058651,0,0
rest,1,36500.0,-0.059524,-0.061256,0,0
rest,1,36600.0,-0.058997,-0.061493,0,0
rest,1,36700.0,-0.059084,-0.058480,0,0
rest,1,36800.0,-0.061824,-0.066142,0,0
rest,1,36900.0,-0.059084,-0.061584,0,0
rest,1,37000.0,-0.055814,-0.065319,0,0
rest,1,37100.0,-0.059172,-0.058733,0,0
rest,1,37200.0,-0.061765,-0.061765,0,0
rest,1,37300.0,-0.061674,-0.061674,0,0
rest,1,37400.0,-0.064815,-0.060514,0,0
rest,1,37500.0,-0.061069,-0.055637,0,0
rest,1,37600.0,-0.059098,-0.058064,0,0
rest,1,37700.0,-0.062222,-0.060423,0,0
rest,1,37800.0,-0.064993,-0.058565,0,0
rest,1,37900.0,-0.064815,-0.056213,0,0
rest,1,38000.0,-0.062780,-0.058565,0,0
rest,1,38100.0,-0.065523,-0.063253,0,0
rest,1,38200.0,-0.077834,-0.066784,0,0
rest,1,38300.0,-0.068657,-0.058480,0,0
rest,1,38400.0,-0.066456,-0.053797,0,0
rest,1,38500.0,-0.068862,-0.061314,0,0
rest,1,38600.0,-0.068452,-0.061314,0,0
rest,1,38700.0,-0.065728,-0.059190,0,0
rest,1,38800.0,-0.063063,-0.058824,0,0
rest,1,38900.0,-0.062315,-0.058480,0,0
rest,1,39000.0,-0.066869,-0.058910,0,0
rest,1,39100.0,-0.060241,-0.058480,0,0
rest,1,39200.0,-0.067073,-0.057576,0,0
rest,1,39300.0,-0.065967,-0.060606,0,0
rest,1,39400.0,-0.060606,-0.061350,0,0
rest,1,39500.0,-0.067847,-0.055637,0,0
rest,1,39600.0,-0.064993,-0.054135,0,0
rest,1,39700.0,-0.059172,-0.058480,0,0
rest,1,39800.0,-0.056548,-0.058104,0,0
rest,1,39900.0,-0.056693,-0.057663,0,0
rest,1,40000.0,-0.061765,-0.055718,0,0
rest,1,40100.0,-0.061674,-0.058480,0,0
rest,1,40200.0,-0.061765,-0.055965,0,0
rest,1,40300.0,-0.055046,-0.055800,0,0
rest,1,40400.0,-0.061584,-0.058651,0,0
rest,1,40500.0,-0.058737,-0.055800,0,0
rest,1,40600.0,-0.058824,-0.061493,0,0
rest,1,40700.0,-0.063253,-0.061493,0,0
rest,1,40800.0,-0.063348,-0.061493,0,0
rest,1,40900.0,-0.061765,-0.062038,0,0
rest,1,41000.0,-0.062407,-0.053812,0,0
rest,1,41100.0,-0.061856,-0.054711,0,0
rest,1,41200.0,-0.064611,-0.062038,0,0
rest,1,41300.0,-0.064706,-0.062315,0,0
rest,1,41400.0,-0.067251,-0.061493,0,0
rest,1,41500.0,-0.067251,-0.062407,0,0
rest,1,41600.0,-0.059211,-0.065010,0,0
rest,1,41700.0,-0.063444,-0.062222,0,0
rest,1,41800.0,-0.068006,-0.056338,0,0
rest,1,41900.0,-0.068966,-0.058552,0,0
rest,1,42000.0,-0.064422,-0.061947,0,0
rest,1,42100.0,-0.062130,-0.064706,0,0
rest,1,42200.0,-0.065185,-0.053254,0,0
rest,1,42300.0,-0.062696,-0.060883,0,0
rest,1,42400.0,-0.063444,-0.056296,0,0
rest,1,42500.0,-0.070660,-0.058552,0,0
rest,1,42600.0,-0.072327,-0.058997,0,0
rest,1,42700.0,-0.061947,-0.061162,0,0
rest,1,42800.0,-0.066971,-0.060790,0,0
rest,1,42900.0,-0.067647,-0.063291,0,0
rest,1,43000.0,-0.065319,-0.052795,0,0
rest,1,43100.0,-0.064611,-0.062038,0,0
rest,1,43200.0,-0.058824,-0.059613,0,0
rest,1,43300.0,-0.060698,-0.068323,0,0
rest,1,43400.0,-0.056213,-0.061947,0,0
rest,1,43500.0,-0.059084,-0.061856,0,0
rest,1,43600.0,-0.059259,-0.053492,0,0
rest,1,43700.0,-0.063158,-0.062315,0,0
rest,1,43800.0,-0.067227,-0.054662,0,0
rest,1,43900.0,-0.066165,-0.062968,0,0
rest,1,44000.0,-0.055965,-0.062038,0,0
rest,1,44100.0,-0.053333,-0.062222,0,0
rest,1,44200.0,-0.053254,-0.062038,0,0
rest,1,44300.0,-0.059084,-0.059970,0,0
rest,1,44400.0,-0.058824,-0.054962,0,0
rest,1,44500.0,-0.056130,-0.059172,0,0
rest,1,44600.0,-0.058910,-0.053571,0,0
rest,1,44700.0,-0.058997,-0.058997,0,0
rest,1,44800.0,-0.060060,-0.058910,0,0
rest,1,44900.0,-0.058997,-0.058480,0,0
rest,1,45000.0,-0.058997,-0.059259,0,0
rest,1,45100.0,-0.058997,-0.062130,0,0
rest,1,45200.0,-0.059347,-0.060514,0,0
rest,1,45300.0,-0.059172,-0.061856,0,0
rest,1,45400.0,-0.059880,-0.059006,0,0
rest,1,45500.0,-0.053571,-0.061314,0,0
rest,1,45600.0,-0.056632,-0.061314,0,0
rest,1,45700.0,-0.057489,-0.061350,0,0
rest,1,45800.0,-0.060332,-0.061314,0,0
rest,1,45900.0,-0.057927,-0.058997,0,0
rest,1,46000.0,-0.053712,-0.059259,0,0
rest,1,46100.0,-0.058733,-0.055637,0,0
rest,1,46200.0,-0.059172,-0.056130,0,0
rest,1,46300.0,-0.055965,-0.052786,0,0
rest,1,46400.0,-0.058552,-0.059970,0,0
rest,1,46500.0,-0.061256,-0.061314,0,0
rest,1,46600.0,-0.061162,-0.062407,0,0
rest,1,46700.0,-0.057785,-0.062402,0,0
rest,1,46800.0,-0.058462,-0.058480,0,0
rest,1,46900.0,-0.058728,-0.058824,0,0
rest,1,47000.0,-0.058733,-0.063927,0,0
rest,1,47100.0,-0.058910,-0.061404,0,0
rest,1,47200.0,-0.056632,-0.050074,0,0
rest,1,47300.0,-0.058910,-0.058565,0,0
rest,1,47400.0,-0.060914,-0.052373,0,0
rest,1,47500.0,-0.063898,-0.067416,0,0
rest,1,47600.0,-0.060423,-0.062407,0,0
rest,1,47700.0,-0.057489,-0.058015,0,0
rest,1,47800.0,-0.058193,-0.057692,0,0
rest,1,47900.0,-0.061256,-0.063830,0,0
rest,1,48000.0,-0.060790,-0.068966,0,0
rest,1,48100.0,-0.058997,-0.064319,0,0
rest,1,48200.0,-0.059172,-0.060698,0,0
rest,1,48300.0,-0.060606,-0.054878,0,0
rest,1,48400.0,-0.058920,-0.049822,0,0
rest,1,48500.0,-0.057143,-0.052863,0,0
rest,1,48600.0,-0.055647,-0.058462,0,0
rest,1,48700.0,-0.058372,-0.055965,0,0
rest,1,48800.0,-0.059084,-0.056130,0,0
rest,1,48900.0,-0.053731,-0.059190,0,0
rest,1,49000.0,-0.050822,-0.059970,0,0
rest,1,49100.0,-0.051908,-0.058737,0,0
rest,1,49200.0,-0.056162,-0.056886,0,0
rest,1,49300.0,-0.054628,-0.056972,0,0
rest,1,49400.0,-0.057576,-0.053097,0,0
rest,1,49500.0,-0.054054,-0.059098,0,0
rest,1,49600.0,-0.060976,-0.057402,0,0
rest,1,49700.0,-0.060332,-0.059880,0,0
rest,1,49800.0,-0.061069,-0.062222,0,0
rest,1,49900.0,-0.058015,-0.062315,0,0
rest,1,50000.0,-0.056426,-0.056380,0,0
rest,1,50100.0,-0.051829,-0.056632,0,0
rest,1,50200.0,-0.061069,-0.056801,0,0
rest,1,50300.0,-0.059259,-0.054381,0,0
rest,1,50400.0,-0.057143,-0.058910,0,0
rest,1,50500.0,-0.062305,-0.056548,0,0
rest,1,50600.0,-0.054962,-0.051829,0,0
rest,1,50700.0,-0.060514,-0.061493,0,0
rest,1,50800.0,-0.052227,-0.062038,0,0
rest,1,50900.0,-0.057402,-0.061493,0,0
rest,1,51000.0,-0.053968,-0.063636,0,0
rest,1,51100.0,-0.063551,-0.059701,0,0
rest,1,51200.0,-0.060284,-0.046512,0,0
rest,1,51300.0,-0.054962,-0.058651,0,0
rest,1,51400.0,-0.057315,-0.058737,0,0
rest,1,51500.0,-0.054662,-0.059655,0,0
rest,1,51600.0,-0.060150,-0.052941,0,0
rest,1,51700.0,-0.060976,-0.059435,0,0
rest,1,51800.0,-0.059524,-0.055652,0,0
rest,1,51900.0,-0.060510,-0.055728,0,0
rest,1,52000.0,-0.059098,-0.058651,0,0
rest,1,52100.0,-0.056213,-0.052941,0,0
rest,1,52200.0,-0.063158,-0.056801,0,0
rest,1,52300.0,-0.076433,-0.079576,0,0
rest,1,52400.0,-0.060504,-0.075000,0,0
rest,1,52500.0,-0.090498,-0.086022,0,0
rest,1,52600.0,-0.066456,-0.056872,0,0
rest,1,52700.0,-0.056464,-0.055882,0,0
rest,1,52800.0,-0.062208,-0.061584,0,0
rest,1,52900.0,-0.057751,-0.054299,0,0
rest,1,53000.0,-0.060241,-0.055046,0,0
rest,1,53100.0,-0.057751,-0.061584,0,0
rest,1,53200.0,-0.054140,-0.064516,0,0
rest,1,53300.0,-0.060703,-0.058158,0,0
rest,1,53400.0,-0.068834,-0.069903,0,0
rest,1,53500.0,-0.061185,-0.057785,0,0
