phase,pulse_num,sim_time,eta_a,eta_b,e_delta_a,e_delta_b
rest,1,100.0,-0.118871,-0.102041,0,0
rest,1,200.0,-0.118003,-0.100147,0,0
rest,1,300.0,-0.105900,-0.111952,0,0
rest,1,400.0,-0.113943,-0.109091,0,0
rest,1,500.0,-0.116766,-0.104790,0,0
rest,1,600.0,-0.098101,-0.110092,0,0
rest,1,700.0,-0.108434,-0.109091,0,0
rest,1,800.0,-0.102564,-0.109091,0,0
rest,1,900.0,-0.110613,-0.101644,0,0
rest,1,1000.0,-0.110092,-0.097859,0,0
rest,1,1100.0,-0.116418,-0.091603,0,0
rest,1,1200.0,-0.115502,-0.106707,0,0
rest,1,1300.0,-0.112324,-0.102102,0,0
rest,1,1400.0,-0.109792,-0.093295,0,0
rest,1,1500.0,-0.116071,-0.106351,0,0
rest,1,1600.0,-0.109468,-0.100457,0,0
rest,1,1700.0,-0.106038,-0.094675,0,0
rest,1,1800.0,-0.110599,-0.097561,0,0
rest,1,1900.0,-0.117647,-0.102339,0,0
rest,1,2000.0,-0.111929,-0.099415,0,0
rest,1,2100.0,-0.100592,-0.098068,0,0
rest,1,2200.0,-0.108597,-0.098694,0,0
rest,1,2300.0,-0.097710,-0.106667,0,0
rest,1,2400.0,-0.098507,-0.101744,0,0
rest,1,2500.0,-0.105900,-0.103245,0,0
rest,1,2600.0,-0.105882,-0.104135,0,0
rest,1,2700.0,-0.098951,-0.095097,0,0
rest,1,2800.0,-0.096677,-0.101744,0,0
rest,1,2900.0,-0.108025,-0.082353,0,0
rest,1,3000.0,-0.100152,-0.094512,0,0
rest,1,3100.0,-0.100610,-0.089820,0,0
rest,1,3200.0,-0.103187,-0.088235,0,0
rest,1,3300.0,-0.098068,-0.098551,0,0
rest,1,3400.0,-0.097778,-0.098408,0,0
rest,1,3500.0,-0.094225,-0.098551,0,0
rest,1,3600.0,-0.096096,-0.098266,0,0
rest,1,3700.0,-0.092262,-0.099415,0,0
rest,1,3800.0,-0.100443,-0.092125,0,0
rest,1,3900.0,-0.098214,-0.090776,0,0
rest,1,4000.0,-0.103093,-0.091716,0,0
rest,1,4100.0,-0.101341,-0.088365,0,0
rest,1,4200.0,-0.102941,-0.095930,0,0
rest,1,4300.0,-0.097345,-0.095376,0,0
rest,1,4400.0,-0.089419,-0.095238,0,0
rest,1,4500.0,-0.091445,-0.094964,0,0
rest,1,4600.0,-0.084720,-0.087719,0,0
rest,1,4700.0,-0.091581,-0.094225,0,0
rest,1,4800.0,-0.094082,-0.090343,0,0
rest,1,4900.0,-0.089153,-0.090511,0,0
rest,1,5000.0,-0.097859,-0.087363,0,0
rest,1,5100.0,-0.092450,-0.086287,0,0
rest,1,5200.0,-0.100917,-0.085890,0,0
rest,1,5300.0,-0.093939,-0.084465,0,0
rest,1,5400.0,-0.089286,-0.089286,0,0
rest,1,5500.0,-0.091988,-0.093842,0,0
rest,1,5600.0,-0.094082,-0.081752,0,0
rest,1,5700.0,-0.086957,-0.084548,0,0
rest,1,5800.0,-0.096531,-0.094368,0,0
rest,1,5900.0,-0.091988,-0.090116,0,0
rest,1,6000.0,-0.092399,-0.089153,0,0
rest,1,6100.0,-0.091047,-0.084180,0,0
rest,1,6200.0,-0.086553,-0.084180,0,0
rest,1,6300.0,-0.087879,-0.084302,0,0
rest,1,6400.0,-0.097638,-0.083707,0,0
rest,1,6500.0,-0.094044,-0.088821,0,0
rest,1,6600.0,-0.097710,-0.077037,0,0
rest,1,6700.0,-0.093248,-0.102310,0,0
rest,1,6800.0,-0.100629,-0.087097,0,0
rest,1,6900.0,-0.090202,-0.093700,0,0
rest,1,7000.0,-0.093093,-0.084795,0,0
