frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
111,555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,0.998302,0.994438,0.996663,0.996604,0.991223,0,0,0,0,0,1537,1568,1568,1537,1593
311,1555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000546,0.977199,1.018488,0.999458,1.000000,3,-40,40,5,13,1603,1612,1609,1615,1623
511,2555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.960828,1.040533,0.999432,0.999437,-1,-40,41,2,1,1544,1557,1571,1530,1547
711,3555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.943535,1.063083,1.000546,1.000000,0,-40,43,0,1,1572,1541,1593,1602,1585
911,4555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000554,0.926322,1.083516,1.000000,1.000542,0,-40,40,0,0,1576,1548,1590,1578,1614
1111,5555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.908612,1.095647,1.000000,1.001673,-1,-40,40,0,0,1574,1477,1516,1532,1563
1311,6555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.897364,1.126692,1.000000,1.000000,0,-40,43,0,-3,1611,1553,1617,1595,1622
1511,7555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.886976,1.146819,1.000000,1.000000,0,-40,42,0,0,1595,1513,1609,1613,1622
1711,8555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.890887,1.161003,1.000000,1.000000,0,-40,44,0,0,1510,1383,1565,1556,1456
1911,9555,OP,CC,CC,OP,OP,1.000000,-0.040000,0.040000,1.000000,1.000000,1.000000,0.875895,1.178244,1.000000,1.000000,0,-40,42,0,0,1611,1446,1627,1607,1621
2111,10555,CC,OP,OP,CC,CC,0.020000,1.000000,1.000000,-0.040000,0.020000,1.000000,0.873354,1.191604,1.000000,1.000000,-1,-36,41,0,0,1537,1365,1628,1617,1621
