frame,time_fs,mode_f1,mode_f2,mode_f3,mode_f4,mode_f5,setpoint_f1,setpoint_f2,setpoint_f3,setpoint_f4,setpoint_f5,actual_ratio_f1,actual_ratio_f2,actual_ratio_f3,actual_ratio_f4,actual_ratio_f5,delta_electrons_f1,delta_electrons_f2,delta_electrons_f3,delta_electrons_f4,delta_electrons_f5,li_metal_count_f1,li_metal_count_f2,li_metal_count_f3,li_metal_count_f4,li_metal_count_f5
94,470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,0.995125,0.995119,0.997287,0.996200,0.996135,0,0,0,0,0,1616,1614,1613,1612,1581
294,1470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.005417,0.987520,1.002712,0.988474,1.003798,17,-20,10,-20,13,1616,1613,1614,1592,1613
494,2470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.012548,0.978665,1.011463,0.978793,1.011376,13,-20,15,-20,14,1603,1598,1602,1609,1616
694,3470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.018398,0.970027,1.018428,0.969499,1.017867,13,-20,14,-20,13,1618,1605,1615,1606,1617
894,4470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.022913,0.962534,1.026573,0.961053,1.027071,10,-20,14,-20,17,1603,1585,1614,1593,1617
1094,5470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.030786,0.954751,1.035334,0.952329,1.033044,13,-20,16,-20,11,1589,1538,1553,1595,1616
1294,6470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.037879,0.942403,1.041734,0.946379,1.041260,13,-20,13,-20,15,1618,1593,1615,1579,1612
1494,7470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.046046,0.937815,1.047774,0.936123,1.048754,15,-20,11,-20,14,1616,1555,1612,1586,1616
1694,8470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.052689,0.928650,1.053145,0.927624,1.056849,14,-20,11,-20,15,1611,1578,1614,1580,1617
1894,9470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.058824,0.923166,1.060874,0.918690,1.060146,18,-20,15,-20,9,1538,1488,1577,1541,1549
2094,10470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.069819,0.915909,1.067582,0.913092,1.068984,16,-20,13,-20,13,1589,1530,1590,1565,1611
2294,11470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.077423,0.909245,1.075298,0.905216,1.077300,11,-20,13,-20,16,1617,1544,1616,1553,1607
2494,12470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.082792,0.904249,1.083469,0.904412,1.085498,9,-20,15,-20,17,1618,1535,1615,1538,1618
2694,13470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.089305,0.902890,1.090213,0.907692,1.085907,14,-20,15,-20,12,1584,1500,1599,1460,1551
2894,14470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.100109,0.899306,1.098698,0.899825,1.096425,19,-20,14,-20,12,1598,1498,1614,1487,1616
3094,15470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.099451,0.912933,1.093912,0.905119,1.096481,14,-20,13,-20,13,1409,953,1314,1372,1532
3294,16470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.108211,0.906587,1.112745,0.902247,1.103219,13,-20,15,-20,14,1609,1440,1606,1417,1572
3494,17470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.112729,0.904964,1.115385,0.904159,1.115135,13,-20,12,-20,16,1624,1422,1616,1429,1620
3694,18470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.115903,0.900556,1.125339,0.900801,1.119281,10,-20,19,-20,14,1625,1389,1613,1393,1606
3894,19470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.122518,0.901299,1.124655,0.902378,1.119663,17,-20,14,-20,14,1533,1310,1583,1368,1550
4094,20470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.119281,0.911037,1.125901,0.899240,1.126287,10,-20,17,-20,14,1606,1265,1573,1348,1615
4294,21470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.116861,0.916172,1.144624,0.900317,1.129898,13,-20,17,-20,12,1567,1285,1630,1345,1633
4494,22470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.116694,0.911504,1.140011,0.905217,1.126948,12,-20,13,-20,17,1621,1239,1527,1131,1503
4694,23470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.111607,0.906732,1.139731,0.898294,1.128134,20,-20,9,-20,12,1562,1196,1552,1294,1565
4894,24470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.121083,0.905963,1.151351,0.896873,1.132376,13,-20,13,-20,15,1653,1078,1620,1273,1651
5094,25470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.122798,0.905300,1.148498,0.896050,1.126596,15,-20,15,-20,13,1643,1185,1568,1213,1650
5294,26470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.111711,0.910049,1.149502,0.891117,1.115795,10,-20,14,-20,18,1623,1193,1576,1166,1549
5494,27470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.117179,0.901045,1.156948,0.888808,1.117448,12,-20,17,-20,16,1656,1205,1605,1137,1541
5694,28470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.115344,0.903226,1.165506,0.890063,1.124142,12,-20,16,-20,14,1660,1165,1637,1189,1663
5894,29470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.106314,0.901977,1.127226,0.894174,1.116262,11,-20,12,-20,19,1322,984,1342,611,1172
6094,30470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.117278,0.903057,1.158342,0.879886,1.129639,12,-20,17,-20,14,1680,1111,1652,1177,1683
6294,31470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.106238,0.897415,1.129412,0.888007,1.110266,14,-20,15,-20,14,1389,1008,1470,904,1348
6494,32470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.119099,0.887970,1.152104,0.873860,1.124134,11,-20,14,-20,16,1634,1100,1624,1086,1647
6694,33470,CC,CC,CC,CC,CC,0.020000,-0.020000,0.020000,-0.020000,0.020000,1.117974,0.881797,1.155603,0.875289,1.111868,18,-20,14,-20,11,1567,1039,1653,1069,1531
